date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,date_popup,unrelated
2022-07-18,0.93,#FDE725FF,9,,Michael Saunders,"Some reflections on Monetary Policy past, present and future − speech by Michael Saunders",0.048,0.9,1,Raise,0.86,0.039,1,"Economic growth has slowed. But, with excess demand and low potential growth, some further monetary tightening remains likely in coming months in my view, to ensure that inflation returns to the 2% target on a sustained basis.",0.3,"Michael Saunders emphasizes the likelihood of further monetary tightening due to excess demand and low potential growth, which indicate hawkish tendencies favoring an interest rate increase to address inflationary pressures.","  Michael Saunders is near the end of his term on the committee responsible for setting interest rates. In this speech, he reflects on his experience. Then he looks at the effect of demographic changes on the jobs market and gives his view on interest rates. ",BoE,https://www.bankofengland.co.uk/speech/2022/july/michael-saunders-speech-at-the-resolution-foundation,2022-07-18,No
2022-05-09,0.86,#FDE725FF,9,,Michael Saunders,The route back to 2% inflation − speech by Michael Saunders,0.066,0.75,0.9,Raise,0.865,0.041,1,My preference has been to move relatively quickly to a more neutral monetary policy stance.,0.3,"The speech emphasizes rising inflation pressures, the risk of higher inflation expectations, and the potential need for further monetary tightening. The speaker clearly indicates a preference for raising rates to combat inflation.","  Michael Saunders talks about the outlook for the UK economy and inflation. He then sets out his views on interest rates. ",BoE,https://www.bankofengland.co.uk/speech/2022/may/michael-saunders-speech-at-the-resolution-foundation-event,2022-05-09,No
2022-03-01,0.94,#FDE725FF,9,,Michael Saunders,The UK economic outlook and monetary policy - speech by Michael Saunders,0.052,0.9,1,Raise,0.9,0.033,1,I suspect that risks are on the side of stronger and more persistent inflation pressures than implied by the February MPR forecast.,0.3,"Michael Saunders expresses concern about stronger and persistent inflation pressures, suggesting a need for monetary policy tightening. He favored a 50bp rate hike earlier and anticipates further tightening to curb inflation.","  Michael Saunders talks about the outlook for the UK economy and inflation. He then sets out his views on interest rates. ",BoE,https://www.bankofengland.co.uk/speech/2022/march/michael-saunders-speech-at-the-university-of-east-anglia,2022-03-01,No
2021-12-03,0.84,#FDE725FF,9,,Michael Saunders,The outlook for inflation and monetary policy - speech by Michael Saunders,0.099,0.7,1,Raise,0.84,0.057,1,"If the economy develops in line with the MPR central forecast or my expectations, the direction of travel for Bank Rate during the next few quarters is clearly likely to be upwards.",0.3,"The speaker emphasizes the need for raising interest rates due to persistent inflation pressures and a robust economy, indicating a clear hawkish stance that supports tightening monetary policy.","  Michael Saunders talks about the outlook for the UK economy and what he thinks it means for prices. He then sets out what it all may mean for interest rates. ",BoE,https://www.bankofengland.co.uk/speech/2021/december/michael-saunders-speech-at-a-boe-hosted-event,2021-12-03,No
2021-07-15,0.77,#FDE725FF,9,,Michael Saunders,The inflation outlook - speech by Michael Saunders,0.075,0.7,0.9,Raise,0.769,0.053,0.8,"In my view, if activity and inflation indicators remain in line with recent trends and downside risks to growth and inflation do not rise significantly (and these conditions are important), then it may become appropriate fairly soon to withdraw some of the current monetary stimulus.",0.3,"Michael Saunders emphasizes the better-than-expected recovery and rising inflation, suggesting that it may soon be appropriate to withdraw monetary stimulus, indicating a somewhat hawkish stance compared to the current dovish policy with a 0.1% rate.","  Michael Saunders talks about the outlook for the UK economy and what he thinks it means for prices. He then sets out some thoughts on the appropriate monetary policy stance. ",BoE,https://www.bankofengland.co.uk/speech/2021/july/michael-saunders-speech-the-inflation-outlook,2021-07-15,No
2021-03-26,0.37,#FDE725FF,9,,Michael Saunders,Supply and demand during and after the pandemic - speech by Michael Saunders,0.167,0.25,0.8,Hold,0.66,0.066,1,The Committee does not intend to tighten monetary policy at least until there is clear evidence that significant progress is being made in eliminating spare capacity and achieving the 2% inflation target sustainably.,0.3,"The speech highlights the temporary nature of many adverse effects on potential output and expresses optimism about the economy's recovery potential. While the speaker is cautious about tightening too early, they also emphasize considering upside risks and appear more focused on achieving sustainable growth without immediate policy adjustments.","  Michael talks about why it is difficult to measure the UK economy’s potential output at present. He looks at what this might imply for the level of spare capacity now and in the year ahead. And he discusses what that might mean for monetary policy. ",BoE,https://www.bankofengland.co.uk/speech/2021/march/michael-saunders-bank-hosted-speech-supply-and-demand-during-and-after-the-pandemic,2021-03-26,No
2020-12-04,0.165,#FDE725FF,9,,Michael Saunders,Some monetary policy options – if more support is needed - speech by Michael Saunders,0.075,0.1,0.3,Cut,0.769,0.07,0.8,"If those downside risks develop, risk management considerations argue for a relatively prompt monetary policy response in my view.",0.6,"The speech expresses concerns about persistent unemployment and below-target inflation, suggesting readiness for more monetary easing if economic conditions worsen. The focus on downside risks and consideration of further rate cuts indicate a dovish stance.",,BoE,https://www.bankofengland.co.uk/speech/2020/michael-saunders-some-monetary-policy-options-if-more-support-is-needed,2020-12-04,No
2020-09-04,0.22,#FDE725FF,9,,Michael Saunders,The economy and Covid-19: looking back and looking forward - speech by Michael Saunders,0.063,0.1,0.3,Cut,0.7,0.053,0.8,I consider it quite likely that additional monetary easing will be appropriate in order to achieve a sustained return of inflation to the 2% target.,0.9,"The speech highlights significant downside risks to the recovery and suggests that further monetary loosening may be needed. The emphasis on the risks of a slower recovery and high unemployment suggests a dovish stance, leaning towards policy easing.",,BoE,https://www.bankofengland.co.uk/speech/2020/michael-saunders-speech-the-economy-and-covid-19-looking-back-and-looking-forward,2020-09-04,No
2020-05-28,0.15,#FDE725FF,9,,Michael Saunders,Covid-19 and monetary policy - speech by Michael Saunders,0.082,0,0.25,Cut,0.755,0.086,1,"It is safer to err on the side of easing somewhat too much, and then if necessary tighten as capacity pressures eventually build, rather than ease too little and find the economy gets stuck in a low inflation rut with increased hysteresis costs.",0.3,"The speaker highlights the significant downside risks to the recovery and emphasizes the importance of a prompt and aggressive response to ease monetary conditions, citing the asymmetric risks and limited policy space. This indicates a somewhat dovish stance.",,BoE,https://www.bankofengland.co.uk/speech/2020/speech-by-michael-saunders-28-may-2020,2020-05-28,No
2020-01-15,0.12,#FDE725FF,9,,Michael Saunders,Risk management in a sluggish economy - speech by Michael Saunders,0.063,0,0.2,Cut,0.86,0.039,1,"Fourth, against this backdrop, it probably will be appropriate to maintain an expansionary monetary policy stance and possibly to cut rates further, in order to reduce risks of a sustained undershoot of the 2% inflation target.",0.5,"Michael Saunders emphasizes concerns about sluggish growth, a modest output gap, and the prospect of inflation remaining below target, suggesting a strong inclination towards further rate cuts.",,BoE,https://www.bankofengland.co.uk/speech/2020/michael-saunders-speech-southern-eastern-regional-college-bangor-northern-ireland,2020-01-15,No
2019-09-27,0.18,#FDE725FF,9,,Michael Saunders,Shifting balance of risks - speech by Michael Saunders,0.082,0.1,0.3,Cut,0.74,0.046,1,"In such a scenario – not a no-deal Brexit, but persistently high uncertainty – it probably will be appropriate to maintain an expansionary monetary policy stance and perhaps to loosen further.",0.9,"Michael Saunders emphasizes the economic weakness due to Brexit uncertainties and suggests that maintaining or further loosening an expansionary monetary stance would be appropriate, indicating a dovish outlook on monetary policy.",,BoE,https://www.bankofengland.co.uk/speech/2019/michael-saunders-speech-at-barnsley-and-rotherham-chamber-of-commerce,2019-09-27,No
2019-06-10,0.69,#FDE725FF,9,,Michael Saunders,The economic outlook - speech by Michael Saunders,0.032,0.6,0.7,Raise,0.735,0.075,1,"This would reinforce the prospect that the economy moves into significant excess demand over the next 2-3 years, and hence that some further monetary tightening is likely to be needed to keep inflation in line with the 2% target over time.",0.4,"Saunders discusses the likelihood of excess demand and inflation rising above the target, suggesting the need for monetary tightening. This points towards a hawkish stance with a probability of raising rates given the outlook for inflation and growth.",,BoE,https://www.bankofengland.co.uk/speech/2019/michael-saunders-speech-at-southampton-solent-university,2019-06-10,No
2019-03-06,0.435,#FDE725FF,9,,Michael Saunders,Pass-through of Bank Rate to household interest rates - speech by Michael Saunders,0.149,0.3,0.65,Hold,0.685,0.058,1,"Given that at present economic growth is probably not strong enough to create excess demand and inflation is reasonably well behaved, for now it makes sense to wait and to see how Brexit developments unfold.",0.6,"The speech indicates that while further monetary tightening might be needed in the future, current economic conditions and uncertainties around Brexit suggest no immediate need for a rate change. Thus, the speaker would likely support holding rates to monitor developments.",,BoE,https://www.bankofengland.co.uk/speech/2019/michael-saunders-speech-at-imperial-college-business-school,2019-03-06,No
2018-11-22,0.48,#FDE725FF,9,,Michael Saunders,Some effects of demographic change on the UK economy - speech by Michael Saunders,0.063,0.3,0.5,Hold,0.695,0.069,1,"Assuming that smooth adjustment to Brexit, the MPC as a whole judge that some further rises in interest rates probably will be needed over time.",0.1,"While Michael Saunders discusses various factors like ageing and Brexit affecting the economy, the conclusion suggests a balance with potential modest growth outpacing, but with significant uncertainty, especially regarding Brexit. This indicates a hold stance with careful observation.",,BoE,https://www.bankofengland.co.uk/speech/2018/michael-saunders-annual-cbi-south-west-economics-dinner-bath,2018-11-22,No
2018-04-20,0.72,#FDE725FF,9,,Michael Saunders,Why raise rates? Why “Limited and Gradual”? - speech by Michael Saunders,0.026,0.7,0.75,Raise,0.805,0.016,1,"With spare capacity largely used up and cost pressures rising, I believe the economy no longer needs as much stimulus as previously.",0.3,"The speaker, Michael Saunders, articulates a clear case for tightening monetary policy due to diminishing spare capacity and rising cost pressures, indicating a shift towards more neutral rates over time. While acknowledging the need for gradualism, he presents a strong case for an interest rate increase given current economic conditions.",,BoE,https://www.bankofengland.co.uk/speech/2018/michael-saunders-fraser-of-allander-institute-university-of-strathclyde,2018-04-20,No
2018-01-17,0.735,#FDE725FF,9,,Michael Saunders,The Outlook for Jobs and Pay - speech by Michael Saunders,0.094,0.6,0.9,Raise,0.755,0.044,1,If the economy turns out broadly in line with the outlook I have described – labour market tightness and signs of higher pay growth -- I consider it likely that interest rates will need to rise further over time.,0.5,"The speaker highlights a tightening labor market and prospects for higher pay growth, suggesting that inflationary pressures might build, warranting a rate increase.",,BoE,https://www.bankofengland.co.uk/speech/2018/michael-saunders-launch-of-financial-intermediary-and-broker-association,2018-01-17,No
2017-08-31,0.84,#FDE725FF,9,,Michael Saunders,Monetary policy as the output gap closes - speech by Michael Saunders,0.107,0.7,1,Raise,0.85,0.041,1,A modest rise in rates would help ensure a sustainable return of inflation to target over time.,0.7,"Michael Saunders expresses concern about above-target inflation and shrinking spare capacity, voting for a rate hike previously, and suggesting that a modest rate increase is needed to ensure inflation returns to target, indicating a somewhat hawkish stance.",,BoE,https://www.bankofengland.co.uk/speech/2017/monetary-policy-as-the-output-gap-closes-speech-by-michael-saunders,2017-08-31,No
2017-04-21,0.675,#FDE725FF,9,,Michael Saunders,Ten months after the EU referendum: How is the economy doing? - speech by Michael Saunders,0.063,0.5,0.7,Hold,0.611,0.033,0.9,I judge that the current policy stance is clearly accommodative.,0.2,"The speech acknowledges higher near-term inflation and suggests the economy is performing better than expected, which implies a somewhat hawkish stance. However, the speaker emphasizes a neutral position and the possibility of gradual rate increases, suggesting a likely hold on rates at the next meeting.",,BoE,https://www.bankofengland.co.uk/speech/2017/ten-months-after-the-eu-referendum-how-is-the-economy-doing,2017-04-21,No
2017-01-13,0.305,#FDE725FF,9,,Michael Saunders,13 January 2017 The labour market - speech by Michael Saunders The labour market - speech by Michael Saunders,0.072,0.25,0.5,Hold,0.63,0.048,1,Labour cost growth in 2017 seems unlikely to pose major upside risks to the inflation target.,0.3,"Michael Saunders expresses a view that the understanding of the labour market and its wage dynamics is evolving, with the implied lower equilibrium unemployment rates and structural changes suggesting less urgency to raise rates immediately, yet also acknowledges the risk of inflationary pressures from external factors like currency depreciation.",,BoE,https://www.bankofengland.co.uk/speech/2017/the-labour-market,2017-01-13,No
2016-10-04,0.31,#FDE725FF,9,,Michael Saunders,The economic outlook - speech by Michael Saunders,0.07,0.25,0.5,Hold,0.61,0.032,1,I also agree with the decision to loosen monetary policy in August to support the economy against near-term downside risks and to reduce risks of a renewed inflation undershoot over time.,0.7,"Michael Saunders acknowledges the recent monetary policy easing as a necessary step to support the economy amid uncertainties, indicating a preference for looser monetary policy. However, he remains cautious and emphasizes data dependency, suggesting a 'Hold' stance at the next meeting pending further economic evidence.",,BoE,https://www.bankofengland.co.uk/speech/2016/the-economic-outlook,2016-10-04,No
2024-11-25,0.524,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-11-25,No
2024-08-23,0.496,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-08-23,No
2024-07-10,0.477,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-07-10,No
2024-05-20,0.484,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-05-20,No
2024-04-19,0.453,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-04-19,No
2024-02-27,0.515,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-02-27,No
2024-02-15,0.509,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-02-15,No
2024-02-12,0.537,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-02-12,No
2024-02-07,0.569,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2024-02-07,No
2023-12-19,0.653,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-12-19,No
2023-12-18,0.663,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-12-18,No
2023-11-30,0.684,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-11-30,No
2023-11-28,0.674,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-11-28,No
2023-11-20,0.688,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-11-20,No
2023-11-17,0.667,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-11-17,No
2023-11-16,0.682,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-11-16,No
2023-11-13,0.692,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-11-13,No
2023-11-03,0.731,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-11-03,No
2023-09-11,0.638,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-09-11,No
2023-08-26,0.66,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-08-26,No
2023-07-19,0.67,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-07-19,No
2023-07-10,0.65,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-07-10,No
2023-06-29,0.644,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-06-29,No
2023-05-25,0.647,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-05-25,No
2023-05-17,0.651,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-05-17,No
2023-04-12,0.59,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-04-12,No
2023-04-04,0.523,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-04-04,No
2023-04-04,0.491,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-04-04,No
2023-03-27,0.621,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-03-27,No
2023-03-09,0.603,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-03-09,No
2023-03-08,0.693,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-03-08,No
2023-03-01,0.805,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-03-01,No
2023-02-23,0.845,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-02-23,No
2023-02-16,0.798,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-02-16,No
2023-02-06,0.845,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-02-06,No
2023-01-09,0.739,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2023-01-09,No
2022-11-24,0.714,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-11-24,No
2022-11-23,0.703,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-11-23,No
2022-11-11,0.733,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-11-11,No
2022-11-11,0.724,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-11-11,No
2022-10-20,0.748,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-10-20,No
2022-10-15,0.716,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-10-15,No
2022-10-12,0.705,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-10-12,No
2022-10-07,0.706,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-10-07,No
2022-10-06,0.713,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-10-06,No
2022-09-29,0.795,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-09-29,No
2022-09-29,0.852,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-09-29,No
2022-09-05,0.873,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-09-05,No
2022-07-19,0.831,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-07-19,No
2022-07-18,0.835,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-07-18,No
2022-07-12,0.805,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-07-12,No
2022-07-06,0.811,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-07-06,No
2022-06-24,0.815,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-06-24,No
2022-06-20,0.833,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-06-20,No
2022-05-23,0.717,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-05-23,No
2022-05-20,0.66,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-05-20,No
2022-05-09,0.683,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-05-09,No
2022-04-21,0.581,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-04-21,No
2022-04-04,0.564,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-04-04,No
2022-03-30,0.639,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-03-30,No
2022-03-01,0.664,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-03-01,No
2022-02-23,0.644,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-02-23,No
2022-02-09,0.723,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-02-09,No
2022-01-21,0.656,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2022-01-21,No
2021-12-06,0.598,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-12-06,No
2021-12-03,0.518,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-12-03,No
2021-11-23,0.454,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-11-23,No
2021-10-25,0.351,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-10-25,No
2021-09-27,0.439,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-09-27,No
2021-07-26,0.482,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-07-26,No
2021-07-22,0.507,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-07-22,No
2021-07-19,0.583,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-07-19,No
2021-07-15,0.597,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-07-15,No
2021-07-14,0.496,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-07-14,No
2021-07-01,0.436,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-07-01,No
2021-06-30,0.451,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-06-30,No
2021-05-27,0.414,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-05-27,No
2021-03-26,0.416,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-03-26,No
2021-03-26,0.443,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-03-26,No
2021-03-08,0.434,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-03-08,No
2021-02-26,0.417,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-02-26,No
2021-02-19,0.321,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-02-19,No
2021-02-17,0.292,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-02-17,No
2021-02-05,0.292,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-02-05,No
2021-01-12,0.28,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-01-12,No
2021-01-11,0.28,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2021-01-11,No
2020-12-04,0.287,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-12-04,No
2020-11-28,0.29,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-11-28,No
2020-11-17,0.267,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-11-17,No
2020-11-17,0.258,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-11-17,No
2020-10-21,0.274,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-10-21,No
2020-10-20,0.287,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-10-20,No
2020-09-30,0.301,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-09-30,No
2020-09-04,0.283,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-09-04,No
2020-09-02,0.281,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-09-02,No
2020-08-28,0.313,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-08-28,No
2020-07-23,0.276,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-07-23,No
2020-07-15,0.253,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-07-15,No
2020-07-01,0.252,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-07-01,No
2020-06-30,0.277,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-06-30,No
2020-05-28,0.186,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-05-28,No
2020-04-23,0.232,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-04-23,No
2020-04-16,0.217,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-04-16,No
2020-02-11,0.262,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-02-11,No
2020-01-15,0.252,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-01-15,No
2020-01-09,0.314,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2020-01-09,No
2019-12-20,0.274,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-12-20,No
2019-10-28,0.324,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-10-28,No
2019-10-15,0.325,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-10-15,No
2019-10-14,0.333,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-10-14,No
2019-09-27,0.33,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-09-27,No
2019-08-23,0.354,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-08-23,No
2019-07-23,0.43,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-07-23,No
2019-07-12,0.45,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-07-12,No
2019-07-10,0.449,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-07-10,No
2019-07-02,0.428,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-07-02,No
2019-06-10,0.449,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-06-10,No
2019-05-30,0.398,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-05-30,No
2019-05-20,0.357,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-05-20,No
2019-03-11,0.364,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-03-11,No
2019-03-07,0.385,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-03-07,No
2019-03-06,0.4,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-03-06,No
2019-02-14,0.409,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-02-14,No
2019-02-12,0.445,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-02-12,No
2019-01-23,0.503,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2019-01-23,No
2018-11-22,0.516,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-11-22,No
2018-10-19,0.527,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-10-19,No
2018-10-10,0.518,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-10-10,No
2018-09-28,0.477,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-09-28,No
2018-09-25,0.444,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-09-25,No
2018-08-24,0.443,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-08-24,No
2018-07-23,0.443,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-07-23,No
2018-07-13,0.482,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-07-13,No
2018-07-05,0.511,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-07-05,No
2018-06-21,0.559,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-06-21,No
2018-06-07,0.542,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-06-07,No
2018-06-04,0.568,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-06-04,No
2018-05-24,0.54,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-05-24,No
2018-04-20,0.6,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-04-20,No
2018-04-10,0.521,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-04-10,No
2018-03-23,0.582,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-03-23,No
2018-02-23,0.522,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-02-23,No
2018-01-17,0.519,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2018-01-17,No
2017-11-20,0.476,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-11-20,No
2017-11-15,0.535,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-11-15,No
2017-11-14,0.564,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-11-14,No
2017-09-28,0.606,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-09-28,No
2017-09-18,0.639,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-09-18,No
2017-09-15,0.604,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-09-15,No
2017-08-31,0.615,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-08-31,No
2017-06-28,0.551,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-06-28,No
2017-06-20,0.497,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-06-20,No
2017-06-20,0.471,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-06-20,No
2017-04-21,0.489,Moving average,0.1,Moving average,NA,,,,,,,,,,,,,,,2017-04-21,No
