Date,Meeting,meeting_month,forecast_category, ,Probability
2024-06-08,2024-07-31,Jul 2024,Hold,Financial market,91.75345454546058
2024-06-09,2024-07-31,Jul 2024,Cut,Financial market,8.246545454539419
2024-06-09,2024-07-31,Jul 2024,Hold,Financial market,91.75345454546058
2024-06-10,2024-07-31,Jul 2024,Cut,Financial market,10.804727272718878
2024-06-10,2024-07-31,Jul 2024,Hold,Financial market,89.19527272728112
2024-06-11,2024-07-31,Jul 2024,Cut,Financial market,12.603151515148872
2024-06-11,2024-07-31,Jul 2024,Hold,Financial market,87.39684848485113
2024-06-12,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-06-12,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-06-13,2024-07-31,Jul 2024,Cut,Financial market,10.333333333335304
2024-06-13,2024-07-31,Jul 2024,Hold,Financial market,89.6666666666647
2024-06-13,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-13,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-13,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-13,2024-07-31,Jul 2024,Cut,Betting market,8.1
2024-06-13,2024-07-31,Jul 2024,Hold,Betting market,92.45
2024-06-13,2024-07-31,Jul 2024,Raise,Betting market,1.05
2024-06-14,2024-07-31,Jul 2024,Cut,Financial market,12.39999999999668
2024-06-14,2024-07-31,Jul 2024,Hold,Financial market,87.60000000000332
2024-06-14,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-14,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-14,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-14,2024-07-31,Jul 2024,Cut,Betting market,7.500000000000001
2024-06-14,2024-07-31,Jul 2024,Hold,Betting market,91.8
2024-06-14,2024-07-31,Jul 2024,Raise,Betting market,0.5
2024-06-15,2024-07-31,Jul 2024,Cut,Financial market,12.39999999999668
2024-06-15,2024-07-31,Jul 2024,Hold,Financial market,87.60000000000332
2024-06-15,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-15,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-15,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-15,2024-07-31,Jul 2024,Cut,Betting market,8.549999999999999
2024-06-15,2024-07-31,Jul 2024,Hold,Betting market,91.75
2024-06-15,2024-07-31,Jul 2024,Raise,Betting market,0.44999999999999996
2024-06-16,2024-07-31,Jul 2024,Cut,Financial market,12.39999999999668
2024-06-16,2024-07-31,Jul 2024,Hold,Financial market,87.60000000000332
2024-06-16,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-16,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-16,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-16,2024-07-31,Jul 2024,Cut,Betting market,8.5
2024-06-16,2024-07-31,Jul 2024,Hold,Betting market,91.7
2024-06-16,2024-07-31,Jul 2024,Raise,Betting market,0.4
2024-06-17,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-06-17,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-06-17,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-17,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-17,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-17,2024-07-31,Jul 2024,Cut,Betting market,8.45
2024-06-17,2024-07-31,Jul 2024,Hold,Betting market,91.8
2024-06-17,2024-07-31,Jul 2024,Raise,Betting market,0.35000000000000003
2024-06-18,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-06-18,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-06-18,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-18,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-18,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-18,2024-07-31,Jul 2024,Cut,Betting market,8.249999999999998
2024-06-18,2024-07-31,Jul 2024,Hold,Betting market,92.2
2024-06-18,2024-07-31,Jul 2024,Raise,Betting market,0.35000000000000003
2024-06-19,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-06-19,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-06-19,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-19,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-19,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-19,2024-07-31,Jul 2024,Cut,Betting market,8.649999999999999
2024-06-19,2024-07-31,Jul 2024,Hold,Betting market,91.95
2024-06-19,2024-07-31,Jul 2024,Raise,Betting market,0.35000000000000003
2024-06-20,2024-07-31,Jul 2024,Cut,Financial market,12.39999999999668
2024-06-20,2024-07-31,Jul 2024,Hold,Financial market,87.60000000000332
2024-06-20,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-20,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-20,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-20,2024-07-31,Jul 2024,Cut,Betting market,8.549999999999999
2024-06-20,2024-07-31,Jul 2024,Hold,Betting market,91.60000000000001
2024-06-20,2024-07-31,Jul 2024,Raise,Betting market,0.44999999999999996
2024-06-21,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-21,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-21,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-21,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-21,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-21,2024-07-31,Jul 2024,Cut,Betting market,8.5
2024-06-21,2024-07-31,Jul 2024,Hold,Betting market,91.60000000000001
2024-06-21,2024-07-31,Jul 2024,Raise,Betting market,0.44999999999999996
2024-06-22,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-22,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-22,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-22,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-22,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-22,2024-07-31,Jul 2024,Cut,Betting market,7.400000000000001
2024-06-22,2024-07-31,Jul 2024,Hold,Betting market,92.10000000000001
2024-06-22,2024-07-31,Jul 2024,Raise,Betting market,0.44999999999999996
2024-06-23,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-23,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-23,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-23,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-23,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-23,2024-07-31,Jul 2024,Cut,Betting market,7.350000000000001
2024-06-23,2024-07-31,Jul 2024,Hold,Betting market,91.64999999999999
2024-06-23,2024-07-31,Jul 2024,Raise,Betting market,0.44999999999999996
2024-06-24,2024-07-31,Jul 2024,Cut,Financial market,12.39999999999668
2024-06-24,2024-07-31,Jul 2024,Hold,Financial market,87.60000000000332
2024-06-24,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-24,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-24,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-24,2024-07-31,Jul 2024,Cut,Betting market,7.350000000000001
2024-06-24,2024-07-31,Jul 2024,Hold,Betting market,91.64999999999999
2024-06-24,2024-07-31,Jul 2024,Raise,Betting market,0.5499999999999999
2024-06-25,2024-07-31,Jul 2024,Cut,Financial market,12.39999999999668
2024-06-25,2024-07-31,Jul 2024,Hold,Financial market,87.60000000000332
2024-06-25,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-06-25,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-06-25,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-25,2024-07-31,Jul 2024,Cut,Betting market,7.050000000000001
2024-06-25,2024-07-31,Jul 2024,Hold,Betting market,92.10000000000001
2024-06-25,2024-07-31,Jul 2024,Raise,Betting market,1.5
2024-06-26,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-26,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-26,2024-07-31,Jul 2024,Cut,Superforecasters,2
2024-06-26,2024-07-31,Jul 2024,Hold,Superforecasters,98
2024-06-26,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-26,2024-07-31,Jul 2024,Cut,Betting market,6.950000000000001
2024-06-26,2024-07-31,Jul 2024,Hold,Betting market,91.35
2024-06-26,2024-07-31,Jul 2024,Raise,Betting market,1.6
2024-06-27,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-27,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-27,2024-07-31,Jul 2024,Cut,Superforecasters,2
2024-06-27,2024-07-31,Jul 2024,Hold,Superforecasters,98
2024-06-27,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-27,2024-07-31,Jul 2024,Cut,Betting market,7.8
2024-06-27,2024-07-31,Jul 2024,Hold,Betting market,91.55
2024-06-27,2024-07-31,Jul 2024,Raise,Betting market,1.6500000000000001
2024-06-28,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-28,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-28,2024-07-31,Jul 2024,Cut,Superforecasters,2
2024-06-28,2024-07-31,Jul 2024,Hold,Superforecasters,98
2024-06-28,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-28,2024-07-31,Jul 2024,Cut,Betting market,8.5
2024-06-28,2024-07-31,Jul 2024,Hold,Betting market,91.14999999999999
2024-06-28,2024-07-31,Jul 2024,Raise,Betting market,1.6500000000000001
2024-06-29,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-29,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-29,2024-07-31,Jul 2024,Cut,Superforecasters,2
2024-06-29,2024-07-31,Jul 2024,Hold,Superforecasters,98
2024-06-29,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-29,2024-07-31,Jul 2024,Cut,Betting market,7.000000000000001
2024-06-29,2024-07-31,Jul 2024,Hold,Betting market,91.10000000000001
2024-06-29,2024-07-31,Jul 2024,Raise,Betting market,2.8000000000000003
2024-06-30,2024-07-31,Jul 2024,Cut,Financial market,10.33333333332962
2024-06-30,2024-07-31,Jul 2024,Hold,Financial market,89.66666666667038
2024-06-30,2024-07-31,Jul 2024,Cut,Superforecasters,2
2024-06-30,2024-07-31,Jul 2024,Hold,Superforecasters,98
2024-06-30,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-06-30,2024-07-31,Jul 2024,Cut,Betting market,7.15
2024-06-30,2024-07-31,Jul 2024,Hold,Betting market,90.8
2024-06-30,2024-07-31,Jul 2024,Raise,Betting market,2.8000000000000003
2024-07-01,2024-07-31,Jul 2024,Cut,Financial market,9.29999999999609
2024-07-01,2024-07-31,Jul 2024,Hold,Financial market,90.70000000000391
2024-07-01,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-01,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-01,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-01,2024-07-31,Jul 2024,Cut,Betting market,7.15
2024-07-01,2024-07-31,Jul 2024,Hold,Betting market,90.95
2024-07-01,2024-07-31,Jul 2024,Raise,Betting market,2.85
2024-07-02,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-07-02,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-07-02,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-02,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-02,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-02,2024-07-31,Jul 2024,Cut,Betting market,7.1000000000000005
2024-07-02,2024-07-31,Jul 2024,Hold,Betting market,91.25
2024-07-02,2024-07-31,Jul 2024,Raise,Betting market,2.1999999999999997
2024-07-03,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-07-03,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-07-03,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-03,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-03,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-03,2024-07-31,Jul 2024,Cut,Betting market,7.350000000000001
2024-07-03,2024-07-31,Jul 2024,Hold,Betting market,91.25
2024-07-03,2024-07-31,Jul 2024,Raise,Betting market,2.4
2024-07-04,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-07-04,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-07-04,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-04,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-04,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-04,2024-07-31,Jul 2024,Cut,Betting market,7.85
2024-07-04,2024-07-31,Jul 2024,Hold,Betting market,91.2
2024-07-04,2024-07-31,Jul 2024,Raise,Betting market,2
2024-07-05,2024-07-31,Jul 2024,Cut,Financial market,7.233333333329028
2024-07-05,2024-07-31,Jul 2024,Hold,Financial market,92.76666666667097
2024-07-05,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-05,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-05,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-05,2024-07-31,Jul 2024,Cut,Betting market,8.649999999999999
2024-07-05,2024-07-31,Jul 2024,Hold,Betting market,90.4
2024-07-05,2024-07-31,Jul 2024,Raise,Betting market,1.6500000000000001
2024-07-06,2024-07-31,Jul 2024,Cut,Financial market,7.233333333329028
2024-07-06,2024-07-31,Jul 2024,Hold,Financial market,92.76666666667097
2024-07-06,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-06,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-06,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-06,2024-07-31,Jul 2024,Cut,Betting market,8.15
2024-07-06,2024-07-31,Jul 2024,Hold,Betting market,91.4
2024-07-06,2024-07-31,Jul 2024,Raise,Betting market,1.55
2024-07-07,2024-07-31,Jul 2024,Cut,Financial market,7.233333333329028
2024-07-07,2024-07-31,Jul 2024,Hold,Financial market,92.76666666667097
2024-07-07,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-07,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-07,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-07,2024-07-31,Jul 2024,Cut,Betting market,7.95
2024-07-07,2024-07-31,Jul 2024,Hold,Betting market,91.4
2024-07-07,2024-07-31,Jul 2024,Raise,Betting market,1
2024-07-08,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-08,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-08,2024-07-31,Jul 2024,Cut,Superforecasters,1
2024-07-08,2024-07-31,Jul 2024,Hold,Superforecasters,99
2024-07-08,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-08,2024-07-31,Jul 2024,Cut,Betting market,7.6
2024-07-08,2024-07-31,Jul 2024,Hold,Betting market,91.85
2024-07-08,2024-07-31,Jul 2024,Raise,Betting market,1
2024-07-09,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-09,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-09,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-09,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-09,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-09,2024-07-31,Jul 2024,Cut,Betting market,7.1499999999999995
2024-07-09,2024-07-31,Jul 2024,Hold,Betting market,92.25
2024-07-09,2024-07-31,Jul 2024,Raise,Betting market,0.5
2024-07-10,2024-07-31,Jul 2024,Cut,Financial market,5.166666666667652
2024-07-10,2024-07-31,Jul 2024,Hold,Financial market,94.83333333333235
2024-07-10,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-10,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-10,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-10,2024-07-31,Jul 2024,Cut,Betting market,7.1000000000000005
2024-07-10,2024-07-31,Jul 2024,Hold,Betting market,93.35
2024-07-10,2024-07-31,Jul 2024,Raise,Betting market,0.8
2024-07-11,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-07-11,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-07-11,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-11,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-11,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-11,2024-07-31,Jul 2024,Cut,Betting market,7.200000000000001
2024-07-11,2024-07-31,Jul 2024,Hold,Betting market,93.30000000000001
2024-07-11,2024-07-31,Jul 2024,Raise,Betting market,0.5499999999999999
2024-07-12,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-12,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-12,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-12,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-12,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-12,2024-07-31,Jul 2024,Cut,Betting market,9.2
2024-07-12,2024-07-31,Jul 2024,Hold,Betting market,92.35
2024-07-12,2024-07-31,Jul 2024,Raise,Betting market,0.65
2024-07-13,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-13,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-13,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-13,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-13,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-13,2024-07-31,Jul 2024,Cut,Betting market,8.85
2024-07-13,2024-07-31,Jul 2024,Hold,Betting market,92.10000000000001
2024-07-13,2024-07-31,Jul 2024,Raise,Betting market,0.5
2024-07-14,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-14,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-14,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-14,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-14,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-14,2024-07-31,Jul 2024,Cut,Betting market,8.249999999999998
2024-07-14,2024-07-31,Jul 2024,Hold,Betting market,92.25
2024-07-14,2024-07-31,Jul 2024,Raise,Betting market,0.5
2024-07-15,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-15,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-15,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-15,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-15,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-15,2024-07-31,Jul 2024,Cut,Betting market,8.399999999999999
2024-07-15,2024-07-31,Jul 2024,Hold,Betting market,92.4
2024-07-15,2024-07-31,Jul 2024,Raise,Betting market,0.44999999999999996
2024-07-16,2024-07-31,Jul 2024,Cut,Financial market,8.266666666662559
2024-07-16,2024-07-31,Jul 2024,Hold,Financial market,91.73333333333744
2024-07-16,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-16,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-16,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-16,2024-07-31,Jul 2024,Cut,Betting market,9.85
2024-07-16,2024-07-31,Jul 2024,Hold,Betting market,89.45
2024-07-16,2024-07-31,Jul 2024,Raise,Betting market,0.5
2024-07-17,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-17,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-17,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-17,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-17,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-17,2024-07-31,Jul 2024,Cut,Betting market,8.399999999999999
2024-07-17,2024-07-31,Jul 2024,Hold,Betting market,91
2024-07-17,2024-07-31,Jul 2024,Raise,Betting market,0.5
2024-07-18,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-18,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-18,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-18,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-18,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-18,2024-07-31,Jul 2024,Cut,Betting market,4.8
2024-07-18,2024-07-31,Jul 2024,Hold,Betting market,95.15
2024-07-18,2024-07-31,Jul 2024,Raise,Betting market,0.25
2024-07-19,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-19,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-19,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-19,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-19,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-19,2024-07-31,Jul 2024,Cut,Betting market,6.15
2024-07-19,2024-07-31,Jul 2024,Hold,Betting market,94.95
2024-07-19,2024-07-31,Jul 2024,Raise,Betting market,0.4
2024-07-20,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-20,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-20,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-20,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-20,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-20,2024-07-31,Jul 2024,Cut,Betting market,5.699999999999999
2024-07-20,2024-07-31,Jul 2024,Hold,Betting market,94.5
2024-07-20,2024-07-31,Jul 2024,Raise,Betting market,0.25
2024-07-21,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-21,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-21,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-21,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-21,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-21,2024-07-31,Jul 2024,Cut,Betting market,5.6
2024-07-21,2024-07-31,Jul 2024,Hold,Betting market,95
2024-07-21,2024-07-31,Jul 2024,Raise,Betting market,0.3
2024-07-22,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-22,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-22,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-22,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-22,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-22,2024-07-31,Jul 2024,Cut,Betting market,5.949999999999999
2024-07-22,2024-07-31,Jul 2024,Hold,Betting market,95.25
2024-07-22,2024-07-31,Jul 2024,Raise,Betting market,0.3
2024-07-23,2024-07-31,Jul 2024,Cut,Financial market,4.133333333334122
2024-07-23,2024-07-31,Jul 2024,Hold,Financial market,95.86666666666588
2024-07-23,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-23,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-23,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-23,2024-07-31,Jul 2024,Cut,Betting market,5.65
2024-07-23,2024-07-31,Jul 2024,Hold,Betting market,95.19999999999999
2024-07-23,2024-07-31,Jul 2024,Raise,Betting market,0.5
2024-07-24,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-24,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-24,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-24,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-24,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-24,2024-07-31,Jul 2024,Cut,Betting market,5.8
2024-07-24,2024-07-31,Jul 2024,Hold,Betting market,95.25
2024-07-24,2024-07-31,Jul 2024,Raise,Betting market,0.44999999999999996
2024-07-25,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-25,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-25,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-25,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-25,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-25,2024-07-31,Jul 2024,Cut,Betting market,7.400000000000001
2024-07-25,2024-07-31,Jul 2024,Hold,Betting market,93.30000000000001
2024-07-25,2024-07-31,Jul 2024,Raise,Betting market,0.2
2024-07-26,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-26,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-26,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-26,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-26,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-26,2024-07-31,Jul 2024,Cut,Betting market,9.049999999999999
2024-07-26,2024-07-31,Jul 2024,Hold,Betting market,92.15
2024-07-26,2024-07-31,Jul 2024,Raise,Betting market,0.05
2024-07-27,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-27,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-27,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-27,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-27,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-27,2024-07-31,Jul 2024,Cut,Betting market,5.250000000000001
2024-07-27,2024-07-31,Jul 2024,Hold,Betting market,95
2024-07-27,2024-07-31,Jul 2024,Raise,Betting market,0.05
2024-07-28,2024-07-31,Jul 2024,Cut,Financial market,6.200000000001182
2024-07-28,2024-07-31,Jul 2024,Hold,Financial market,93.79999999999882
2024-07-28,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-28,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-28,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-28,2024-07-31,Jul 2024,Cut,Betting market,5.35
2024-07-28,2024-07-31,Jul 2024,Hold,Betting market,95
2024-07-28,2024-07-31,Jul 2024,Raise,Betting market,0.15
2024-07-29,2024-07-31,Jul 2024,Cut,Financial market,5.166666666667652
2024-07-29,2024-07-31,Jul 2024,Hold,Financial market,94.83333333333235
2024-07-29,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-29,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-29,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-29,2024-07-31,Jul 2024,Cut,Betting market,5.75
2024-07-29,2024-07-31,Jul 2024,Hold,Betting market,94.5
2024-07-29,2024-07-31,Jul 2024,Raise,Betting market,0.15
2024-07-30,2024-07-31,Jul 2024,Cut,Financial market,5.166666666667652
2024-07-30,2024-07-31,Jul 2024,Hold,Financial market,94.83333333333235
2024-07-30,2024-07-31,Jul 2024,Cut,Superforecasters,0
2024-07-30,2024-07-31,Jul 2024,Hold,Superforecasters,100
2024-07-30,2024-07-31,Jul 2024,Raise,Superforecasters,0
2024-07-30,2024-07-31,Jul 2024,Cut,Betting market,5.7
