date,author,HDS,HDS_low,HDS_high,HDS_low_2sd,HDS_high_2sd,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,Colour,date_popup
2024-05-28,Michelle W Bowman,0.605,0.479,0.731,0.7,0.3,The Federal Reserve's balance sheet as a monetary policy tool - past lessons and future considerations,0.126,0.3,0.7,Hold,0.643,0.061,0.7,My own view is that the FOMC would likely have benefited from an earlier discussion and decision to begin tapering and subsequently end asset purchases in 2021 given the signs of emerging inflationary pressures.,0.7,"The speech indicates a reflection on past aggressive balance sheet measures during the pandemic and a suggestion that tapering should have started earlier in response to inflationary pressures, which is somewhat hawkish. However, there is also a consideration of a slower reduction pace, hinting at a balanced approach. Hence, the prediction leans towards holding rates while observing the current policy impacts.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the 2024 BOJ-IMES Conference ""Price Dynamics and Monetary Policy Challenges: Lessons Learned and Going Forward"", hosted by the Institute for Monetary and Economic Studies, Tokyo, 28 May 2024.",Fed,https://www.bis.org/review/r240528c.htm,#21908CFF,2024-05-28
2024-05-17,Michelle W Bowman,0.66,0.59,0.73,0.7,0.5,"Brief remarks on the economy, monetary policy, and bank regulation",0.07,0.5,0.7,Hold,0.685,0.078,1,"While the current stance of monetary policy appears to be at a restrictive level, I remain willing to raise the target range for the federal funds rate at a future meeting should the incoming data indicate that progress on inflation has stalled or reversed.",0.6,"Bowman expresses concerns about persistent inflation and outlines several upside risks, indicating a somewhat hawkish stance. However, she notes that her baseline expectation is that inflation will decline further without changes to the policy rate, suggesting a hold decision.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Pennsylvania Bankers Association 2024 Convention, Nashville, Tennessee, 17 May 2024.",Fed,https://www.bis.org/review/r240522d.htm,#21908CFF,2024-05-17
2024-05-10,Michelle W Bowman,0.5,0.5,0.5,0.5,0.5,Financial stability risks - resiliency and the role of regulators,0,0.5,0.5,Hold,0.73,0.035,1,It is of utmost importance that we maintain credibility in pursuing our fight against inflation by proceeding carefully and deliberately to achieve our 2 percent goal.,0.8,"The speech focuses on financial stability and the role of regulators without advocating for a shift in monetary policy. Emphasis is placed on maintaining credibility in achieving inflation goals, suggesting the current rate should be maintained.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Texas Bankers Association 2024 Annual Meeting, Arlington, Texas, 10 May 2024.",Fed,https://www.bis.org/review/r240510f.htm,#21908CFF,2024-05-10
2024-05-03,Michelle W Bowman,0.71,0.689,0.731,0.75,0.7,Brief remarks on the economy and monetary policy,0.021,0.7,0.75,Hold,0.611,0.033,0.9,I remain willing to raise the federal funds rate at a future meeting should the incoming data indicate that progress on inflation has stalled or reversed.,0.5,"Ms. Bowman expresses concern about elevated inflation and outlines several upside risks, showing a somewhat hawkish stance. However, she acknowledges that the current monetary policy is restrictive and suggests holding rates steady for now as she monitors incoming data.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Massachusetts Bankers Association Annual Convention, Key Biscayne, Florida, 3 May 2024.",Fed,https://www.bis.org/review/r240506a.htm,#21908CFF,2024-05-03
2024-04-18,Michelle W Bowman,0.5,0.5,0.5,0.5,0.5,Opening remarks - 2024 New York Fed Regional and Community Banking Conference,0,0.5,0.5,Hold,0.71,0.074,1,"Banks must ensure their risk-management frameworks appropriately identify, measure, monitor, and control for both existing and emerging risks.",0.2,"The speech primarily focuses on banking supervision and risk management without explicitly discussing monetary policy direction. There is no indication of a shift in monetary policy stance, pointing towards a 'Hold' prediction with moderate confidence.","Opening remarks (via prerecorded video) by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the2024 New York Fed Regional and Community Banking Conference, New York City, 18 April 2024.",Fed,https://www.bis.org/review/r240425c.htm,#21908CFF,2024-04-18
2024-04-05,Michelle W Bowman,0.65,0.523,0.777,0.9,0.5,Risks and uncertainty in monetary policy - current and past considerations,0.127,0.5,0.9,Hold,0.7,0.075,0.9,"While it is not my baseline outlook, I continue to see the risk that at a future meeting we may need to increase the policy rate further should progress on inflation stall or even reverse.",0.3,"Bowman's speech acknowledges the current restrictive stance of monetary policy, emphasizes a cautious approach to future changes, and references upside risks to inflation. These elements suggest a somewhat hawkish sentiment, although she supports holding rates steady at present.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the ""Frameworks for Monetary Policy, Regulation, and Bank Capital"" Spring 2024 Meeting of the Shadow Open Market Committee, hosted by the Manhattan Institute, New York City, 5 April 2024.",Fed,https://www.bis.org/review/r240408b.htm,#21908CFF,2024-04-05
2024-04-03,Michelle W Bowman,0.5,0.5,0.5,0.5,0.5,"Bank liquidity, regulation, and the Fed's role as lender of last resort",0,0.5,0.5,Hold,0.7,0.062,1,"We should continue to focus on improving the targeted approach of supervision, to enhance the 'prevention' of banking system stress.",0.4,"The speech primarily focuses on the Federal Reserve's role in providing liquidity and the importance of learning from past financial crises to improve tools without indicating a direct need for policy rate changes. Therefore, a neutral stance with a prediction to ‘Hold’ rates is appropriate.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Roundtable on the Lender of Last Resort ""The 2023 Banking Crisis and COVID"", sponsored by the Committee on Capital Markets Regulation, Washington DC, 3 April 2024.",Fed,https://www.bis.org/review/r240403e.htm,#21908CFF,2024-04-03
2024-03-07,Michelle W Bowman,0.61,0.511,0.709,0.7,0.5,Reflections on the economy and bank regulation,0.099,0.5,0.7,Hold,0.706,0.068,0.9,"While the current stance of monetary policy appears to be at a restrictive level that will bring inflation down to 2 percent over time, I remain willing to raise the federal funds rate at a future meeting should the incoming data indicate that progress on inflation has stalled or reversed.",0.5,"The speech balances between acknowledging that the stance is currently restrictive but also expressing an openness to raise rates if inflationary pressures persist. This indicates a neutral stance, with a cautious approach awaiting further data before committing to policy changes.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the New Jersey Bankers Association Annual Economic Leadership Forum, Somerset, New Jersey, 7 March 2024.",Fed,https://www.bis.org/review/r240313a.htm,#21908CFF,2024-03-07
2024-02-27,Michelle W Bowman,0.675,0.586,0.764,0.85,0.5,Reflections on the economy and bank regulation,0.089,0.5,0.85,Hold,0.73,0.054,1,"While the current stance of monetary policy appears to be at a restrictive level that will bring inflation down to 2 percent over time, I remain willing to raise the federal funds rate at a future meeting should the incoming data indicate that progress on inflation has stalled or reversed.",0.5,"Bowman acknowledges the risks of inflation and supports maintaining a restrictive policy stance while also highlighting that data uncertainty makes her cautious about premature policy easing. Her willingness to raise rates if needed points to a somewhat hawkish stance, although the current stance is seen as appropriately restrictive.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Florida Bankers Association Leadership Luncheon Events, Miami, Florida, 27 February 2024.",Fed,https://www.bis.org/review/r240229f.htm,#21908CFF,2024-02-27
2024-02-02,Michelle W Bowman,0.565,0.449,0.681,0.75,0.4,The future of banking,0.116,0.4,0.75,Hold,0.76,0.057,1,"While the current stance of monetary policy appears to be sufficiently restrictive to bring inflation down to 2 percent over time, I remain willing to raise the federal funds rate at a future meeting should the incoming data indicate that progress on inflation has stalled or reversed.",0.4,"Bowman acknowledges the progress on inflation but emphasizes caution due to existing upside risks and uncertainties. She is open to both maintaining or raising rates, depending on future data, which leans towards being somewhat dovish given the current policy already being described as sufficiently restrictive.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the 157th Assembly for Bank Directors, Southwestern Graduate School of Banking, Maui, Hawaii, 2 February 2024.",Fed,https://www.bis.org/review/r240205a.htm,#21908CFF,2024-02-02
2024-01-17,Michelle W Bowman,0.46,0.244,0.676,0.9,0.25,The path forward for bank capital reform,0.216,0.25,0.9,Hold,0.681,0.037,0.8,"Increasing capital requirements as initially proposed could result in significant harm to the U.S. economy through the impact on U.S. businesses, while failing to achieve the intended goals of improving safety and soundness and promoting financial stability.",0.2,"The speech focuses on the potential adverse impacts of increasing capital requirements and expresses the need for more tailored and moderate reforms. It shows a preference for caution and compromise over aggressive changes, indicating a somewhat dovish stance. The probability for holding rates is high as the speaker emphasizes gradual adjustments and reforms.","Speech (virtual) by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Protect Main Street, sponsored by the Center for Capital Markets at the US Chamber of Commerce, Washington DC, 17 January 2024.",Fed,https://www.bis.org/review/r240123b.htm,#21908CFF,2024-01-17
2024-01-09,Michelle W Bowman,0.575,0.489,0.661,0.7,0.5,New year's resolutions for bank regulatory policymakers,0.086,0.5,0.7,Hold,0.775,0.049,1,I remain willing to raise the federal funds rate further at a future meeting should the incoming data indicate that progress on inflation has stalled or reversed.,0.5,"Governor Bowman acknowledges the progress made in addressing inflation while highlighting persistent risks. She emphasizes monitoring data to decide on future policy actions, reflecting a balanced stance that leans towards maintaining steady rates while remaining open to adjustments based on economic indicators.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the South Carolina Bankers Association 2024 Community Bankers Conference, Columbia, South Carolina, 8 December 2024.",Fed,https://www.bis.org/review/r240109a.htm,#21908CFF,2024-01-09
2023-11-28,Michelle W Bowman,0.82,0.714,0.926,0.9,0.65,Reflections on the economy and monetary policy,0.106,0.65,0.9,Raise,0.79,0.046,1,I remain willing to support raising the federal funds rate at a future meeting should the incoming data indicate that progress on inflation has stalled or is insufficient to bring inflation down to 2 percent in a timely way.,0.9,"Bowman's speech reflects a cautious but proactive stance on ensuring that inflation continues to move towards the target, indicating a preparedness to raise rates if necessary, reflecting a somewhat hawkish outlook.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Utah Bankers Association and Salt Lake City Chamber Banker and Business Leader Breakfast, Salt Lake City, Utah, 28 November 2023.",Fed,https://www.bis.org/review/r231204g.htm,#21908CFF,2023-11-28
2023-11-09,Michelle W Bowman,0.725,0.646,0.804,0.9,0.6,Remarks on the economy and prioritization of bank supervision and regulation,0.079,0.6,0.9,Hold,0.683,0.098,0.6,"While I continue to expect that we will need to increase the federal funds rate further to bring inflation down to our 2 percent target in a timely way, I supported the FOMC's decision last week to hold the target range for the federal funds rate at the current level as we continue to assess incoming information and its implications for the outlook.",0.4,"The speech acknowledges risks to inflation persistence and the possibility of further rate hikes, but currently supports maintaining rates to assess incoming economic data, suggesting a somewhat hawkish leaning.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the New York Bankers Association's Financial Services Forum, Palm Beach, Florida, 9 November 2023.",Fed,https://www.bis.org/review/r231115n.htm,#21908CFF,2023-11-09
2023-11-07,Michelle W Bowman,0.705,0.689,0.721,0.75,0.7,Remarks on the economy and bank supervision and regulation,0.016,0.7,0.75,Hold,0.643,0.093,0.7,"While I continue to expect that we will need to increase the federal funds rate further to bring inflation down to our 2 percent target in a timely way, I supported the FOMC's decision last week to hold the target range for the federal funds rate at the current level as we continue to assess incoming information and its implications for the outlook.",0.6,"The speaker acknowledges the risk of inflation remaining persistent and suggests that further rate increases may be necessary, which reflects a hawkish tendency. However, the decision to support holding rates for now indicates some caution, balancing the perspective. This suggests a somewhat hawkish stance.","Remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the 2023 Ohio Bankers League ""Main Event,"" Columbus, Ohio, 7 November 2023.",Fed,https://www.bis.org/review/r231114a.htm,#21908CFF,2023-11-07
2023-10-18,Michelle W Bowman,0.61,0.511,0.709,0.7,0.5,"Brief remarks - ""Fed Listens""",0.099,0.5,0.7,Hold,0.64,0.046,1,"Inflation has come down, but we know that it is still too high, and it can be especially difficult for those least able to manage the higher costs of essentials like food, housing, and transportation.",0.9,"Bowman acknowledges that inflation is still too high and emphasizes the focus on returning it to 2 percent, indicating a cautious stance. The mention of persistent high inflation suggests a somewhat hawkish outlook, though the speech is more informative than indicative of immediate policy action, leading to a prediction of holding rates steady for now.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at a Fed Listens event on Transitioning to the Post-Pandemic Economy, hosted by the Federal Reserve Bank of Richmond, Richmond, Virginia, 18 October 2023.",Fed,https://www.bis.org/review/r231020a.htm,#21908CFF,2023-10-18
2023-10-11,Michelle W Bowman,0.775,0.652,0.898,1,0.7,Financial stability in uncertain times,0.123,0.7,1,Raise,0.794,0.032,0.8,This suggests that the policy rate may need to rise further and stay restrictive for some time to return inflation to the FOMC's goal.,1,"The speech highlights that inflation remains above the 2% target and suggests that rates may need to rise further, indicating a hawkish stance.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Reinventing Bretton Woods Committee and Policy Center for the New South Marrakech Economic Festival, Marrakech, Morocco, 11 October 2023.",Fed,https://www.bis.org/review/r231011g.htm,#21908CFF,2023-10-11
2023-10-07,Michelle W Bowman,0.865,0.768,0.962,1,0.75,Brief remarks on the economy and insights from past bank regulatory reform efforts,0.097,0.75,1,Raise,0.825,0.079,1,I continue to expect that further policy tightening will likely be needed to return inflation to 2 percent in a timely way.,0.8,"Bowman highlighted the risk of inflation and mentioned the need for potential further rate hikes to achieve the Fed's inflation target, which signals a hawkish stance.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Connecticut Bankers Association Annual Meeting, White Sulphur Springs, West Virginia, 7 October 2023.",Fed,https://www.bis.org/review/r231010e.htm,#21908CFF,2023-10-07
2023-10-02,Michelle W Bowman,0.83,0.727,0.933,1,0.7,Brief remarks on the Economy and Bank Regulation,0.103,0.7,1,Raise,0.835,0.034,1,I expect it will likely be appropriate for the Committee to raise rates further and hold them at a restrictive level for some time to return inflation to our 2 percent goal in a timely way.,0.6,"Bowman's speech indicates a strong preference for further tightening to address persistent inflation. She comments on the need for further rate increases to return inflation to target, showing a hawkish stance.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the CEO/Executive Management Conference, sponsored by the Mississippi Bankers Association and the Tennessee Bankers Association, Banff, Canada, 2 October 2023.",Fed,http://www.bis.org/review/r231003a.htm,#21908CFF,2023-10-02
2023-09-22,Michelle W Bowman,0.8,0.7,0.9,1,0.7,Brief remarks - economy and monetary policy,0.1,0.7,1,Raise,0.78,0.054,1,I continue to expect that further rate hikes will likely be needed to return inflation to 2 percent in a timely way.,0.9,"Bowman emphasizes the need for potential further rate hikes due to persistent inflation, despite some progress being made. Her stance is not entirely hawkish since she acknowledges the progress in fighting inflation, but her expectation that rate hikes may be necessary demonstrates a somewhat hawkish position.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Independent Community Bankers of Colorado, Golden Jubilee, Vail, Colorado, 22 September 2023.",Fed,http://www.bis.org/review/r230925b.htm,#21908CFF,2023-09-22
2023-08-07,Michelle W Bowman,0.88,0.785,0.975,1,0.7,"Welcoming remarks - ""Fed Listens""",0.095,0.7,1,Raise,0.835,0.034,1,I expect that additional increases will likely be needed to lower inflation to the FOMC's goal.,0.6,"Governor Bowman expressed clear support for further rate hikes to combat inflation, highlighting that inflation remains above target and additional increases are needed, reflecting a hawkish stance.","Welcoming remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the ""Fed Listens: Community Listening Session"", hosted by the Federal Reserve Bank of Atlanta, Atlanta, Georgia, 7 August 2023.",Fed,http://www.bis.org/review/r230808a.htm,#21908CFF,2023-08-07
2023-08-05,Michelle W Bowman,0.93,0.844,1,1,0.75,Brief remarks - economy and monetary policy,0.086,0.75,1,Raise,0.865,0.041,1,I also expect that additional rate increases will likely be needed to get inflation on a path down to the FOMC's 2 percent target.,1,"Governor Bowman emphasizes the need for additional rate hikes to combat inflation, citing the strong economic data and persistent inflation as justifications for this stance.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the 2023 CEO and Senior Management Summit and Annual Meeting, sponsored by the Kansas Bankers Association, Colorado Springs, Colorado, 5 August 2023.",Fed,http://www.bis.org/review/r230807a.htm,#21908CFF,2023-08-05
2023-05-31,Michelle W Bowman,0.49,0.416,0.564,0.6,0.3,Brief remarks - Fed Listens event on transitioning to the post-pandemic economy,0.074,0.3,0.6,Hold,0.665,0.047,1,"In the near term, higher interest rates intended to lower inflation work most directly in the housing market.",0.7,"Michelle Bowman's speech emphasized listening and understanding the changing economic landscape post-pandemic without indicating a clear direction towards tightening or loosening policy. The acknowledgment of higher interest rates impacting the housing market suggests awareness of current policy settings' impact, leading to a neutral stance with a preference to hold rates steady for now.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Fed Listens event on transitioning to the post-pandemic economy, Boston, Massachusetts, 31 May 2023.",Fed,http://www.bis.org/review/r230601f.htm,#21908CFF,2023-05-31
2023-05-12,Michelle W Bowman,0.765,0.659,0.871,1,0.7,"The evolving nature of banking, bank culture, and bank runs",0.106,0.7,1,Raise,0.793,0.098,0.7,"Should inflation remain high and the labor market remain tight, additional monetary policy tightening will likely be appropriate to attain a sufficiently restrictive stance of monetary policy to lower inflation over time.",0.6,Michelle W. Bowman is clearly signaling a strong intention to further tighten monetary policy if inflation remains high and the labor market stays tight. Her speech indicates readiness to raise rates further until more consistent evidence of inflation reduction is observed.,"Remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the 21st Annual Symposium on ""Building the Financial System of the 21st Century - an agenda for Europe and the United States"", sponsored by Harvard Law School, Program on International Financial Systems, Frankfurt am Main, 12 May 2023.",Fed,http://www.bis.org/review/r230515c.htm,#21908CFF,2023-05-12
2023-04-20,Michelle W Bowman,0.55,0.465,0.635,0.7,0.5,"Brief remarks - ""Fed Listens""",0.085,0.5,0.7,Hold,0.67,0.048,1,"Lately, as you know, the Fed has been focused on lowering inflation, which is essential if we want to support a growing economy and rising incomes.",1,"The speech emphasizes the importance of lowering inflation and maintaining stability for economic wellbeing, suggesting a somewhat hawkish stance. However, the focus on listening and workforce development implies a balanced approach, leading to a prediction to hold rates.","Brief remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Fed Listens Event hosted by the Federal Reserve Bank of Dallas, Odessa, Texas, 20 April 2023.",Fed,http://www.bis.org/review/r230425d.htm,#21908CFF,2023-04-20
2023-03-03,Michelle W Bowman,0.5,0.5,0.5,0.5,0.5,Design issues for central bank facilities in the future,0,0.5,0.5,Hold,0.715,0.034,1,The pandemic experience demonstrated the effectiveness of lending programs designed to serve as backstops to support market functioning and the flow of credit in times of stress.,0.3,"The focus of the speech is on the design and impact of central bank facilities with lessons from the pandemic, rather than on immediate monetary policy changes. Bowman's remarks indicate an emphasis on stability and preparedness, with no clear bias towards tightening or easing, suggesting a neutral stance.","Remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Chicago Booth Initiative on Global Markets Workshop on Market Dysfunction, Panel ""Design issues for central bank facilities in the future"", Chicago, Illinois, 3 March 2023.",Fed,http://www.bis.org/review/r230308h.htm,#21908CFF,2023-03-03
2023-02-13,Michelle W Bowman,0.9,0.797,1,1,0.75,"Independence, predictability, and tailoring in banking regulation and supervision",0.103,0.75,1,Raise,0.86,0.039,1,I expect that ongoing increases will be appropriate to bring the federal funds rate to a sufficiently restrictive level and that it will need to remain there for some time to restore price stability.,0.7,"Bowman emphasizes the need for further tightening of monetary policy to combat high inflation, indicating a commitment to raising and maintaining higher interest rates to achieve price stability, a hawkish stance.","Remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the American Bankers Association Community Banking Conference, Orlando, Florida, 13 February 2023.",Fed,http://www.bis.org/review/r230214a.htm,#21908CFF,2023-02-13
2023-01-10,Michelle W Bowman,0.865,0.754,0.976,1,0.7,The economy and bank supervision,0.111,0.7,1,Raise,0.855,0.028,1,"I expect the FOMC will continue raising interest rates to tighten monetary policy, as we stated after our December meeting.",0.5,"The speech explicitly states the expectation of further rate increases to combat inflation, indicating a strong hawkish stance.","Remarks by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Florida Bankers Association Leadership Luncheon events, Miami, Florida, 10 January 2023.",Fed,http://www.bis.org/review/r230111b.htm,#21908CFF,2023-01-10
2022-10-12,Michelle W Bowman,0.83,0.729,0.931,1,0.7,Forward guidance as a monetary policy tool - considerations for the current economic environment,0.101,0.7,1,Raise,0.83,0.035,1,"If we do not see signs that inflation is moving down, my view continues to be that sizable increases in the target range for the federal funds rate should remain on the table.",0.8,"Michelle W Bowman suggests that if inflation does not show signs of decreasing, further significant rate hikes should be considered. This indicates a somewhat hawkish stance with a focus on controlling inflation, making it likely that she would vote to 'Raise' rates if inflation remains high.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Money Marketeers of the New York University, New York City, New York, 12 October 2022.",Fed,http://www.bis.org/review/r221013a.htm,#21908CFF,2022-10-12
2022-08-06,Michelle W Bowman,0.99,0.958,1,1,0.9,Fighting inflation in challenging times,0.032,0.9,1,Raise,0.91,0.032,1,"My view is that similarly-sized increases should be on the table until we see inflation declining in a consistent, meaningful, and lasting way.",0.8,The speaker expresses strong support for continued interest rate hikes to combat high inflation and emphasizes the need for ongoing rate increases until a significant decline in inflation is observed. This outlook aligns with a hawkish monetary policy stance.,"Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the 2022 CEO &amp; Senior Management Summit sponsored by the Kansas Bankers Association, Colorado Springs, Colorado, 6 August 2022.",Fed,http://www.bis.org/review/r220808a.htm,#21908CFF,2022-08-06
2022-06-23,Michelle W Bowman,0.975,0.933,1,1,0.9,The outlook for inflation and monetary policy,0.042,0.9,1,Raise,0.935,0.024,1,"I expect that an additional rate increase of 75 basis points will be appropriate at our next meeting as well as increases of at least 50 basis points in the next few subsequent meetings, as long as the incoming data support them.",0.4,"The speech signals strong support for significant rate increases due to persistently high inflation, highlighting expectations for a 75 basis point hike at the next meeting and further increases in subsequent meetings, which is a clearly hawkish stance.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Executive Officers conference, Massachusetts Bankers Association, Harwich, Massachusetts, 23 June 2022.",Fed,http://www.bis.org/review/r220624c.htm,#21908CFF,2022-06-23
2022-02-21,Michelle W Bowman,0.965,0.883,1,1,0.75,High inflation and the outlook for monetary policy,0.082,0.75,1,Raise,0.915,0.024,1,"I support raising the federal funds rate at our next meeting in March and, if the economy evolves as I expect, additional rate increases will be appropriate in the coming months.",1,"Bowman clearly indicates support for raising interest rates in the upcoming meeting and further hikes in the coming months to tackle high inflation, reflecting a hawkish stance.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the American Bankers Association Community Banking Conference, Palm Desert, California, 21 February 2022.",Fed,http://www.bis.org/review/r220223b.htm,#21908CFF,2022-02-21
2021-10-13,Michelle W Bowman,0.7,0.676,0.724,0.75,0.65,The view from here - the outlook for the U.S. economy and implications for monetary policy,0.024,0.65,0.75,Raise,0.717,0.066,0.9,"Provided the economy continues to improve as I expect, I am very comfortable at this point with a decision to start to taper our asset purchases before the end of the year and, preferably, as early as at our next meeting in November.",0.5,"Bowman expresses confidence in scaling back asset purchases and ending them by the middle of next year, indicating a readiness to tighten monetary policy and a slight leaning towards a rate increase if the recovery continues, considering potential valuation pressures and risks to inflation expectations.","Speech by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Dykhouse Scholar Program Speakers Series in Money, Banking, and Regulation at South Dakota State University, Brookings, South Dakota, 13 October 2021.",Fed,http://www.bis.org/review/r211105b.htm,#21908CFF,2021-10-13
2021-06-23,Michelle W Bowman,0.41,0.293,0.527,0.5,0.25,Building economic resilience in communities,0.117,0.25,0.5,Hold,0.7,0.047,1,"As the recovery in the labor market and spending on goods and services continues to gain momentum, we are seeing upward pressures on consumer prices.",0.3,"The speech focuses on building economic resilience and highlights the disparities exacerbated by the pandemic. Although there is mention of rising inflation, Bowman's emphasis on the need for continued support and accommodative financial conditions suggests a somewhat dovish stance, with an expectation to hold rates steady while monitoring the employment recovery.","Speech (via prerecorded video) by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Policy Summit 2021 ""Pathways to Economic Resilience in our Communities"", hosted by the Federal Reserve Bank of Cleveland, Cleveland, Ohio, 23 June 2021.",Fed,http://www.bis.org/review/r210624a.htm,#21908CFF,2021-06-23
2021-05-05,Michelle W Bowman,0.355,0.254,0.456,0.5,0.25,The economic outlook and implications for monetary policy,0.101,0.25,0.5,Hold,0.775,0.042,1,"The economic recovery is not yet complete, and the uncertain course of the pandemic still presents risks in the near term, which is why my colleagues and I on the FOMC decided last week to maintain our highly accommodative stance of monetary policy.",0.6,"The speech indicates optimism about economic recovery but highlights several uncertainties and risks, particularly with employment and inflation. The decision to maintain a highly accommodative stance suggests a somewhat dovish position, likely leading to holding interest rates steady as uncertainties remain.","Speech (via webcast) by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at The Colorado Forum, Denver, Colorado, 5 May 2021.",Fed,http://www.bis.org/review/r210507a.htm,#21908CFF,2021-05-05
2021-03-22,Michelle W Bowman,0.27,0.235,0.305,0.3,0.2,The economic outlook and prospects for small business,0.035,0.2,0.3,Hold,0.74,0.074,1,"As we indicated in the policy statement released last week, my FOMC colleagues and I expect to maintain an accommodative stance of monetary policy until employment and inflation achieve levels consistent with our maximum employment and inflation goals.",0.6,"The speech acknowledges economic recovery but emphasizes the need for continued accommodative monetary policy due to remaining risks and underperformance in certain sectors, particularly small businesses. The mention of maintaining an accommodative stance suggests a dovish lean, but the recognition of some economic progress prevents a fully dovish classification.","Speech (via webcast) by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Economic Club of Oklahoma, Oklahoma City, 22 March 2021.",Fed,http://www.bis.org/review/r210323c.htm,#21908CFF,2021-03-22
2020-09-30,Michelle W Bowman,0.32,0.217,0.423,0.5,0.2,Community banks rise to the challenge,0.103,0.2,0.5,Hold,0.69,0.052,1,"Looking ahead, continued monetary and targeted fiscal policy support will likely be needed.",0.7,"Michelle W. Bowman emphasizes the continued need for monetary and fiscal support, indicating concerns about economic recovery being slow and uneven. The speech acknowledges significant challenges but outlines positive developments, reflecting a dovish stance. With the Fed's policy rate already low, her comments suggest a preference for holding rates to support recovery.","Speech (via webcast) by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at ""Community Banking in the 21st Century,"" Research Conference, the Federal Reserve Bank of St Louis, St Louis, 30 September 2020.",Fed,https://www.bis.org/review/r201001a.htm,#21908CFF,2020-09-30
2020-08-26,Michelle W Bowman,0.31,0.203,0.417,0.5,0.2,The pandemic's effect on the economy and banking,0.107,0.2,0.5,Hold,0.715,0.058,1,We must therefore recognize that progress toward a full recovery in economic activity may well be slow and uneven.,0.3,"The speech emphasizes economic uncertainty and ongoing challenges due to the pandemic, and highlights the Fed's support measures. While there is a mention of recovery signs, the overall tone is cautious, suggesting a preference for maintaining supportive monetary policy rather than tightening, which implies holding current rates.","Speech (via webcast) by Ms Michelle W Bowman, Member of the Board of Governors of the Federal Reserve System, at the Kansas Bankers Association CEO and Senior Management Forum/Annual Meeting, Topeka, Kansas, 26 August 2020.",Fed,https://www.bis.org/review/r200827a.htm,#21908CFF,2020-08-26
