Date,Quote,Significance,Central Banker,geo,Source..link,Stance,Position,Voter,Scale value,Active
2025-03-20T00:00:00Z,Probably the ECB still has margin for rate cuts. We’ll see at what pace in this uncertain environment.,NA,François Villeroy de Galhau,ECB,NA,Centrist,"Governor, national central bank",NA,50,NA
2025-03-19T00:00:00Z,"We will go from meeting to meeting depending on the data, and we don’t have any predetermined path for the evolution of interest rates in the coming months.",NA,Luis de Guindos,ECB,NA,Centrist,Vice president,NA,50,NA
2025-03-18T00:00:00Z,"The governing council wants to retain full freedom of action, especially in our current times of pervasive uncertainty.",NA,Olli Rehn,ECB,NA,Centrist,"Governor, national central bank",NA,50,NA
2025-03-17T00:00:00Z,[Inflation] will move to lower levels and that is the fundamental element we use to say that inflation will converge toward 2% and that we will reach our price stability target,NA,Luis de Guindos,ECB,NA,Centrist,Vice president,NA,50,NA
2025-03-14T00:00:00Z,I am in favour of a possible interest rate pause in April.,NA,Robert Holzmann,ECB,NA,Hawkish,"Governor, national central bank",NA,75,NA
2025-03-14T00:00:00Z,"The uncertainty means that the probability of other scenarios is not that far apart, and that would potentially shift the rate path.",NA,Mārtiņš Kazāks,ECB,NA,Centrist,"Governor, national central bank",NA,25,NA
2025-03-14T00:00:00Z,"I would say that, if anything, what’s coming from these trade policies from the United States is uncertainty, extreme uncertainty. In principle, they’re inflationary, but at the same they might impact negatively on demand, on confidence.","Escriva emphasizes that the risks to the current policy environment for the ECB's rate path are two-sided, not one-sided.",José Luis Escrivá,ECB,NA,Centrist,"Deputy governor, national central bank",NA,50,NA
2025-03-12T00:00:00Z,"Trade fragmentation and higher defense spending in a capacity-constrained sector could in principle push up inflation. Yet US tariffs could also lower demand for EU exports and redirect excess capacity from China into Europe, which could push inflation down.","Lagarde suggests that the impact of the Trump administration's policies on the ECB's rate path is ambiguous, reinforcing that the ECB will take a data-dependent approach to the rate cycle in the months ahead.",Christine Lagarde,ECB,NA,Centrist,President,NA,50,NA
2025-03-10T00:00:00Z,[It's] clear that we’re not moving on autopilot.,NA,Joachim Nagel,ECB,NA,Hawkish,"Governor, national central bank",NA,75,NA
2025-03-10T00:00:00Z,"Over the coming weeks, we must carefully assess all the incoming data and complement what we learn with cautious judgment...despite encouraging inflation trends, I am still looking for undeniable confirmation that disinflation will stay.",NA,Peter Kažimír,ECB,NA,Hawkish,"Governor, national central bank",NA,75,NA
2025-03-08T00:00:00Z,The risk that inflation will remain above 2% longer than expected is higher than the risk that it falls sustainably below 2%.,Schnabel reiterates that she sees hawkish risks to the Eurozone's inflation outlook.,Isabel Schnabel,ECB,NA,Hawkish,"Member, executive board",NA,75,NA
2025-03-07T00:00:00Z,Let’s keep an open mind. It’s impossible to prejudge the April decision because we need to see what those alternative scenarios or shocks are going to look like.,"Kazaks, a hawk, keeps the door open to a cut in April.",Mārtiņš Kazāks,ECB,NA,Dovish,"Governor, national central bank",NA,25,NA
2025-03-07T00:00:00Z,We are in process of reaching that target in the medium term in a stable way.,NA,Mario Centeno,ECB,NA,Dovish,"Governor, national central bank",NA,25,NA
2025-03-07T00:00:00Z,We need to be ready to act and react fast as we have done since last June.,NA,François Villeroy de Galhau,ECB,NA,Dovish,"Governor, national central bank",NA,25,NA
2025-03-06T00:00:00Z,"High uncertainty, both at home and abroad, is holding back investment and competitiveness challenges are weighing on exports...an increase in defence and infrastructure spending could also add to growth.",NA,Christine Lagarde,ECB,NA,Centrist,President,NA,50,NA
2025-02-26T00:00:00Z,I don’t think that our next meeting is the right moment to discuss pausing.,NA,Yannis Stournaras,ECB,NA,Dovish,"Governor, national central bank",NA,25,NA
2025-02-25T00:00:00Z,"In view of the latest developments on the inflation front, and given the high level of uncertainty, it’s wise to take one step at a time in terms of monetary policy. And not to rush into further interest-rate cuts.",NA,Joachim Nagel,ECB,NA,Hawkish,"Governor, national central bank",NA,75,NA
2025-02-25T00:00:00Z,The fact that growth remains subdued cannot and should not be taken as evidence that policy is restrictive.,NA,Isabel Schnabel,ECB,NA,Hawkish,"Member, executive board",NA,75,NA
2025-02-24T00:00:00Z,"I'm not pleading for a pause in April but we must not sleepwalk to 2% (interest rates) without thinking about it. If the data justify a new cut, we'll cut. If they don't, we might have to pause.",NA,Pierre Wunsch,ECB,NA,Hawkish,"Governor, national central bank",NA,75,NA
2025-02-23T00:00:00Z,"It’s advisable to be cautious, especially from the point of view of monetary policy; wait for doubts around certain issues to be cleared, see how the different geopolitical dynamics are resolved.",NA,José Luis Escrivá,ECB,NA,Hawkish,"Deputy governor, national central bank",NA,75,NA
2025-02-22T00:00:00Z,"Seen from where we are today, we could be at 2% by the coming summer.","Villeroy indicates his support for an extended, accelerated pace of easing.",François Villeroy de Galhau,ECB,NA,Dovish,"Governor, national central bank",NA,25,NA
2025-02-20T00:00:00Z,"a decision in favor of another cut gets harder and harder, both now and beyond March.",NA,Robert Holzmann,ECB,NA,Hawkish,"Governor, national central bank",NA,75,NA
2025-02-20T00:00:00Z,We are getting closer to the point where we may have to pause or halt our rate cuts.,Schnabel signals that there is a constituency on the governing council in favour of a near-term pause in the easing cycle.,Isabel Schnabel,ECB,NA,Hawk,"Member, executive board",NA,100,NA
2025-02-20T00:00:00Z,"Needless to say, the disinflation process remains subject to risks, and there is a very high degree of uncertainty surrounding the outlook.",NA,Gabriel Makhlouf,ECB,NA,Hawkish,"Governor, national central bank",NA,75,NA
2025-02-20T00:00:00Z,A less decisive easing of monetary policy could lead to excessively low inflation in the medium term.,NA,Fabio Panetta,ECB,NA,Dovish,"Governor, national central bank",NA,25,NA
2025-02-20T00:00:00Z,"To strike the right balance, we should ensure that our rate decisions adequately compensate for the tightening induced by the reduction of our balance sheet.","Cipollone suggests that QT could justify a faster pace of easing, since it raises yields at the margin.",Piero Cipollone,ECB,NA,Dovish,"Member, executive board",NA,25,NA
2025-02-18T00:00:00Z,"To strike the right balance, we should ensure that our rate decisions adequately compensate for the tightening induced by the reduction of our balance sheet.","Cipollone suggests that QT could justify a faster pace of easing, since it raises yields at the margin.",Piero Cipollone,ECB,Striking the right balance: the ECB’s balance sheet and its implications for monetary policy,Dovish,"Member, executive board",Yes,25,Yes
2025-02-15T00:00:00Z,"Overall, the available indicators seem to suggest that the predominant risk remains inflation falling below 2% over the medium term.",NA,Fabio Panetta,ECB,NA,Centrist,"Governor, national central bank",NA,NA,NA
2025-02-13T00:00:00Z,The market is pricing three more rate cuts this year. Those expectations are not unreasonable.,NA,Boris Vujčić,ECB,NA,Centrist,"Governor, national central bank",NA,NA,NA
2025-02-12T00:00:00Z,[The neutral rate is] not such a good guide to short-term policy decisions.,NA,Frank Elderson,ECB,NA,Centrist,"Member, executive board",NA,NA,NA
2025-02-12T00:00:00Z,"The closer we get to the neutral rate, the more appropriate it becomes to take a gradual approach [...] there is no reason to act hastily in the present uncertain environment.",Nagel supports a gradual approach to additional easing.,Joachim Nagel,ECB,NA,Centrist,"Governor, national central bank",NA,NA,NA
2025-02-10T00:00:00Z,The disinflation process in the euro area is well on track... greater friction in global trade would make the euro area inflation outlook more uncertain.,NA,Christine Lagarde,ECB,NA,Centrist,President,NA,NA,NA
2025-02-06T00:00:00Z,"I don’t want to seem elusive, but the uncertainty is so high that anything can happen. We all agree there is still room for adjusting rates downwards. But we need to be extremely careful.","Cipollone refuses to give clear indications about the ECB's next moves, suggesting that the governing council does not yet have a firm idea of the decision it will take in March.",Piero Cipollone,ECB,NA,Centrist,"Member, executive board",NA,NA,NA
2025-02-05T00:00:00Z,We may need to go below neutral...Our economy is not strong enough to support inflation at 2%.,NA,Mario Centeno,ECB,NA,Dovish,"Governor, national central bank",NA,NA,NA
2025-02-05T00:00:00Z,"Balancing these considerations suggest a middle path is appropriate, which neither over-weighs upside risk nor over-weighs downside risk.","Lane reiterates that the ECB will continue taking a data-dependent approach, as high uncertainty prevents it from committing to a particular rate path ahead of time especially as the next rate-setting meeting is several weeks away.",Philip Lane,ECB,NA,Centrist,"Member, executive board",NA,NA,NA
2025-02-04T00:00:00Z,"Once we reach the roughly neutral level, we can then decide should we stay or should we go. That is, we can then judge whether we should stay at neutral or we should move further to the stimulative territory — that depends on the economic outlook when the times comes when we will have to decide the matter.","Rehn is open to the idea of taking rates to an accommodative level, and that he believes further restriction is no longer needed.",Olli Rehn,ECB,NA,Dovish,"Governor, national central bank",NA,NA,NA
2025-02-04T00:00:00Z,As you know we started cutting rates last June and we decided on the fifth cut last week and there will probably be more.,NA,François Villeroy de Galhau,ECB,NA,Centrist,"Governor, national central bank",NA,NA,NA
2025-02-03T00:00:00Z,"I don’t think the March cut should be the last one but decisions will depend on data available at the time. Going forward, we can allow ourselves a looser policy.",NA,Gediminas Šimkus,ECB,NA,Centrist,"Governor, national central bank",NA,NA,NA
2025-02-03T00:00:00Z,"Last week’s rate cut undoubtedly moved us closer to our destination, but we’re not quite there yet [...] I’m still waiting for unyielding confirmation that inflation remains on a downward course despite all the surrounding risks.",NA,Peter Kažimír,ECB,NA,Centrist,"Governor, national central bank",NA,NA,NA
2025-01-31T00:00:00Z,How fast and how far should we go in this travel? This is where what I call “agile pragmatism” and our data driven approach will guide us.,Villeroy reiterates Lagarde's message of gradualism and data dependency.,François Villeroy de Galhau,ECB,NA,Centrist,"Governor, national central bank",NA,NA,NA
2025-01-30T00:00:00Z,"At which pace, with what sequence, what magnitude, will be informed by the data that we will collect in the coming weeks and months and by the analysis that our staff will conduct.",Lagarde emphasizes that the ECB is navigating substantial uncertainty in the economic outlook by remaining data-dependent and refusing to commit to a pre-set path.,Christine Lagarde,ECB,NA,Centrist,President,NA,NA,NA
2025-01-23T00:00:00Z,"We have a policy that is somewhat restrictive, and we need to move to a more neutral stance over the next semester or so.",Escriva supports an accelerated pace of cutting over the next six months.,José Luis Escrivá,ECB,NA,Dovish,"Deputy governor, national central bank",No,NA,NA
2025-01-22T00:00:00Z,"It is important to maintain freedom of action in monetary policy decision-making. In future meetings – the next time already next week – we should have more information about, for example, US trade policy and other decisions affecting the economy, and we can then reassess the line of our monetary policy.","Rehn emphasizes that the ECB should continue taking a meeting-by-meeting approach to determining the pace of rate cuts, informed by the data as it is released.",Olli Rehn,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2025-01-22T00:00:00Z,I’m pretty comfortable with the market expectations for the upcoming two meetings.,Knot supports back-to-back cuts in January and March.,Klaas Knot,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2025-01-22T00:00:00Z,"In my view, the high levels of uncertainty in the global macrofinancial environment calls for prudence in our decision-making.",Makhlouf says that high uncertainty should prompt the ECB to move only cautiously in easing.,Gabriel Makhlouf,ECB,NA,Hawkish,"Governor, national central bank",No,NA,NA
2025-01-22T00:00:00Z,"We do not see ourselves behind the curve [...] we are on this sort of regular, gradual path.","Lagarde emphasizes that she does not think the ECB has lost ground, and therefore downplays the probability of a faster pace of easing to make up for an overly tight stance.",Christine Lagarde,ECB,NA,Centrist,President,Yes,NA,NA
2025-01-22T00:00:00Z,"According to my personal estimation, (cuts) should be on the order of 25 basis points each time, so that by the end of 2025 we approach close to 2%, from the 3% where we are today.",NA,Yannis Stournaras,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2025-01-21T00:00:00Z,We are on a good path to our target and it looks like that by the middle of this year we could be close to our target.,"Nagel, usually a hawk, indicates that in his view inflation risks have subsided.",Joachim Nagel,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2025-01-21T00:00:00Z,"There’s a plausible consensus that we will go on acting at each meeting which we have successfully practiced since September,",Villeroy reiterates his support for easing at a fast pace.,François Villeroy de Galhau,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2025-01-21T00:00:00Z,"Three or four cuts in a row are feasible, but at the same time, I must say that we cannot swear to it.",NA,Peter Kažimír,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2025-01-20T00:00:00Z,"Cutting interest rates when inflation rises faster than anticipated, even temporarily, risks hurting credibility.",NA,Robert Holzmann,ECB,NA,Hawk,"Governor, national central bank",Yes,NA,NA
2025-01-20T00:00:00Z,The risk of an overshooting or undershooting inflation rate should be balanced.,NA,Boris Vujčić,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2025-01-19T00:00:00Z,"After the steep rate cuts over the last few months, we are getting closer and closer to the point where we have to take a closer look at whether and to what extent we can still reduce rates.","Schnabel does not see the need for the ECB to cut rates much more, indicating that in her view the easing cycle may soon be over.",Isabel Schnabel,ECB,NA,Hawkish,"Member, executive board",Yes,NA,NA
2025-01-18T00:00:00Z,"If we lower the interest rate too quickly, dialing down services inflation sufficiently could become complicated. On the other hand, if we keep interest rates too high for too long then we risk undershooting our target.",NA,Frank Elderson,ECB,NA,Centrist,"Member, executive board",Yes,NA,NA
2025-01-17T00:00:00Z,Monetary policy easing should continue with a series of interest rate cuts at the next ECB Governing Council meetings.,NA,Yannis Stournaras,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2025-01-17T00:00:00Z,We shouldn’t be too hasty in our efforts to normalize monetary policy [...] a careful approach is appropriate given high uncertainty.  Inflation is currently still elevated.,NA,Joachim Nagel,ECB,NA,Hawkish,"Governor, national central bank",No,NA,NA
2025-01-16T00:00:00Z,"The ECB interest rate will continue on a trajectory ideally towards values close to 2%, this is the expected path.",NA,Mario Centeno,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2025-01-15T00:00:00Z,The high level of uncertainty calls for prudence.,"Like Lane, De Guindos also indicates that he would not support an accelerated pace of easing.",Luis de Guindos,ECB,NA,Centrist,Vice president,Yes,NA,NA
2025-01-14T00:00:00Z,"I would assume that our monetary policy will leave restrictive territory in the coming months, at the latest by midsummer.",NA,Olli Rehn,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2025-01-14T00:00:00Z,"don't think we can go down as straight as it is. In particular as more recently we had some hiccups with regards to inflation and core inflation is still, how to say, closer to 3%.",NA,Robert Holzmann,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2025-01-14T00:00:00Z,"I don't think we can go down as straight as it is. In particular as more recently we had some hiccups with regards to inflation and core inflation is still, how to say, closer to 3%.",NA,Robert Holzmann,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2025-01-13T00:00:00Z,What we will have to work out this year is the middle path of being neither too aggressive nor too cautious in our actions.,"Lane indicates that the ECB will continue easing, but with caution. This suggests that he would not back a larger, 50bps cut at the February meeting.",Philip Lane,ECB,NA,Centrist,"Member, executive board",Yes,NA,NA
2025-01-13T00:00:00Z,"To speed up the current pace of cutting, we would need a more significant departure form our projections, data-wise [...] at the moment we don’t see this, because developments are broadly in line with our projections.",NA,Boris Vujčić,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2025-01-09T00:00:00Z,"Keeping demand low in an attempt to safeguard against future inflation shocks, is in my view, today, counterproductive.",NA,Piero Cipollone,ECB,NA,Dovish,"Member, executive board",Yes,NA,NA
2025-01-08T00:00:00Z,"If the easing of inflation is confirmed in coming quarters as we forecast, it makes sense to go toward this neutral rate by next summer without slowing the pace.","Villeroy indicates that he would back a fast pace of easing, with cuts at every meeting.",François Villeroy de Galhau,ECB,NA,Dovish,NA,NA,NA,NA
2025-01-02T00:00:00Z,"The base interest rates of the central bank should fall to around 2%, around the fall of 2025.",NA,Yannis Stournaras,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2025-01-01T00:00:00Z,We have made significant progress in 2024 in bringing down inflation and hopefully 2025 is the year when we are on target as expected and as planned in our strategy.,NA,Christine Lagarde,ECB,NA,Centrist,President,Yes,NA,NA
2024-12-28T00:00:00Z,"I don't see any interest rate hikes at the moment. What could happen, though, is that one takes more time until the next interest rate cut.",NA,Robert Holzmann,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2024-12-23T00:00:00Z,We're getting very close to that stage when we can declare that we have sustainably brought inflation to our medium-term 2% goal.,Lagarde gives further signals that restriction may no longer be necessary.,Christine Lagarde,ECB,NA,Centrist,President,Yes,NA,NA
2024-12-22T00:00:00Z,"I have not seen, and I at the moment do not see, the need for a sudden big leap [...] insurance cuts really may not necessarily help [but] may actually create a different problem.","Makhlouf does not back a faster pace of easing, and suggests that he is uncomfortable with the current narrative that emphasizes disinflationary risks despite resilient services and core inflation.",Gabriel Makhlouf,ECB,NA,Hawkish,"Governor, national central bank",No,NA,NA
2024-12-21T00:00:00Z,"The direction is clear, it’s the continuation of the direction from 2024, and that is the further reduction of interest rates.",NA,Boris Vujčić,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2024-12-20T00:00:00Z,What we see now is we see the inflation momentum more in the direction of being around 2% right now when we look forward.,Lane indicates that the ECB is ready to abandon its restrictive stance.,Philip Lane,ECB,NA,Centrist,"Member, executive board",Yes,NA,NA
2024-12-18T00:00:00Z,I am comfortable with [four cuts in 2025] as a scenario that I find meaningful.,NA,Pierre Wunsch,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2024-12-18T00:00:00Z,"There will be more rate cuts next year, more rate cuts plural [... I am] rather comfortable with financial markets’ forecasts.","Villeroy believes that the ECB will ease quickly next year, potentially taking rates below neutral by the end of the year.",François Villeroy de Galhau,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-12-17T00:00:00Z,The speed and scale of the rate cuts will be determined in each meeting on the basis of incoming data and comprehensive analysis.,NA,Olli Rehn,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2024-12-16T00:00:00Z,"With interest rates approaching neutral territory and with risks to the inflation outlook broadly balanced, monetary policy should proceed gradually and remain data-dependent.","Schnabel argues that the ECB should proceed cautiously with additional easing, and not cut too quickly.",Isabel Schnabel,ECB,NA,Hawkish,"Member, executive board",Yes,NA,NA
2024-12-16T00:00:00Z,"Maintaining a gradual, step-by-step approach through 25 basis point rate cuts continues to be the most prudent strategy [...] a more aggressive monetary easing would require a dramatic shift in conditions to justify it.",NA,Peter Kažimír,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2024-12-13T00:00:00Z,"I said around 2%, so I agree (with ECB President Christine Lagarde's comment on that on Thursday).","Holzmann, a hawk, gives a dovish estimate of the ECB's likely neutral rate.",Robert Holzmann,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-12-13T00:00:00Z,Right now it could be thought that we are at the boundary where interest rates are still more likely to be high considering the economic situation.,NA,Madis Müller,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2024-12-13T00:00:00Z,"If necessary, the step can also be larger than 0.25%","Kazaks' indication that the ECB is prepared to deliver a jumbo cut is significant, because he is usually a hawkish member of the governing council.",Mārtiņš Kazāks,ECB,NA,Dove,"Governor, national central bank",Yes,NA,NA
2024-12-13T00:00:00Z,We are rather at ease with market projections on interest rates.,"Villeroy indicates that the market's forecast of four to five rate cuts next year is in line with the ECB's current thinking. This is a strong signal, as Villeroy is a centrist member of the governing council.",François Villeroy de Galhau,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-12-13T00:00:00Z,"In the future, the expectation is that the restrictiveness of interest rates will be reduced.",NA,Mario Centeno,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-12-12T00:00:00Z,We will continue to be data dependent [and] decide meeting-by-meeting [ . . . ] a lot is going to be clarified in the next few months.,"In delivering a fourth rate cut and dovish guidance, Lagarde keeps the door open to more easing in the coming months, giving little sense of what is ahead and keeping her options as open as possible.",Christine Lagarde,ECB,NA,Centrist,President,Yes,NA,NA
2024-12-05T00:00:00Z,"Interest rates should converge slowly and at a measured pace toward neutral territory...as of now, I do not see a significant risk of inflation undershooting that would warrant the Eurosystem becoming expansionary in the near future.",NA,Joachim Nagel,ECB,NA,Hawkish,"Governor, national central bank",No,NA,NA
2024-12-04T00:00:00Z,"I think a reduction of 0.25 percentage points is conceivable (at this month's meeting), not more. But that is not yet decided. As always, it depends on the final data we receive.",NA,Robert Holzmann,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2024-12-04T00:00:00Z,"We still have a bit of work to do, but we are in sight of target and that would predicate that we begin looking forward more than we have in the last couple of years.",Lagarde indicates that the ECB's guidance and criteria for rate decisions are likely to change in the near-term future.,Christine Lagarde,ECB,NA,Centrist,President,Yes,NA,NA
2024-12-04T00:00:00Z,"It’s important always to retain room for maneuver, even if some sort of communications on the direction is well founded.","Rehn leaves the door open to a bigger, 50 basis point cut in December.",Olli Rehn,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-12-04T00:00:00Z,"When the road is slippery, you take small steps and this is what we are doing.",Vujcic believes that the ECB will settle on a regular-sized rate cut in December.,Boris Vujčić,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2024-12-02T00:00:00Z,"Uncertainty is still very high. We are still in a situation where there are still a lot of geopolitical risks. We don’t know how the US will implement tariff increases. We don’t know, therefore we still have to remain cautious.",Kazaks continues to advocate for a cautious approach to rate reductions.,Mārtiņš Kazāks,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2024-12-02T00:00:00Z,"Apparently, we will continue cutting interest rates in December.",NA,Yannis Stournaras,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2024-12-02T00:00:00Z,"At some point, we will make the transition from having been driven by (the) very important disinflation challenge to the new challenge of keeping inflation (at) 2% on a sustainable basis.",NA,Philip Lane,ECB,NA,Centrist,"Member, executive board",Yes,NA,NA
2024-11-29T00:00:00Z,I am among those who say we have to continue lowering rates and we will see exactly at what rhythm in the coming months.,NA,François Villeroy de Galhau,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2024-11-28T00:00:00Z,"Optionality should remain open on the size of the cut, depending on incoming data, economic projections and our risk assessment...Should we go further...? I wouldn't exclude it in the future, if growth were to remain subdued and inflation at risk of falling below target.","Villeroy argues that the ECB should be prepared to take rates into stimulative territory if needed, and reveals that he is still open to a larger cut in December. This is significant, as Villeroy is a centrist member of the governing council.",François Villeroy de Galhau,ECB,NA,Dove,"Governor, national central bank",Yes,NA,NA
2024-11-28T00:00:00Z,It is possible and even maybe likely that we will have to discuss removing restriction.,NA,Pierre Wunsch,ECB,NA,Centrist,"Governor, national central bank",No,NA,NA
2024-11-27T00:00:00Z,"Given the inflation outlook, I think we can gradually move toward neutral if the incoming data continue to confirm our baseline...I would warn against moving too far, that is into accommodative territory.","Schnabel warns against easing too sharply, even though she supports further cuts. She also suggests that she would not back taking the benchmark rate below neutral.",Isabel Schnabel,ECB,NA,Hawkish,"Member, executive board",Yes,NA,NA
2024-11-26T00:00:00Z,"It is clear that we will keep making our monetary-policy stance less restrictive, because inflation is getting closer to our target.",NA,Luis de Guindos,ECB,NA,Centrist,Vice president,Yes,NA,NA
2024-11-25T00:00:00Z,"With goods inflation around its long-term average of 0.5-1%, I want to see services inflation closer to 3% in order to be more in-line with our target.",NA,Gabriel Makhlouf,ECB,NA,Hawkish,"Governor, national central bank",No,NA,NA
2024-11-25T00:00:00Z,"Should we go further...? I wouldn't exclude it in the future, if growth were to remain subdued and inflation at risk of falling below target.",NA,Philip Lane,ECB,NA,Centrist,"Member, executive board",Yes,NA,NA
2024-11-25T00:00:00Z,Inflation has converged... It is as close to 2 per cent as can be.,NA,Mario Centeno,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-11-25T00:00:00Z,"Should we go further...? I wouldn't exclude it in the future, if growth were to remain subdued and inflation at risk of falling below target.","Nagel, a hawk, indicates support for further ECB easing.",Joachim Nagel,ECB,NA,Centrist,NA,NA,NA,NA
2024-11-23T00:00:00Z,"While growth in the euro-area economy has been anemic for some time now, the approach to rate cuts must be gradual and data-driven...striking the right balance is essential.","Patsalides, normally a dove, supports a gradual and cautious pace of easing. This suggests there is no broad buy-in for a fast pace of cuts.",Christodoulos Patsalides,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2024-11-22T00:00:00Z,"If the data confirm that the risks to the downside in growth materialize, that the numbers that we still are expecting for inflation this month go in the same direction, we can certainly discuss and be open to different steps.","Centeno opens the door to a larger rate reduction, possibly at the December meeting.",Mario Centeno,ECB,NA,Dove,"Governor, national central bank",Yes,NA,NA
2024-11-22T00:00:00Z,[The ECB isn't] behind the curve.,"Villeroy indicates that he does not see the need to accelerate the pace of easing, pushing back against a potential larger-sized cut.",François Villeroy de Galhau,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2024-11-22T00:00:00Z,"If our inflation projections for next year are indeed met, the path of monetary policy is clear...The question of whether we cut 50 or 25 basis points is much less important.",De Guindos does not rule out a 50 basis point reduction in December.  The option is left on the table.,Luis de Guindos,ECB,NA,Dovish,Vice president,Yes,NA,NA
2024-11-21T00:00:00Z,Removing our pledge to keep policy as restrictive as needed for as long as needed at this point would be premature.,NA,Robert Holzmann,ECB,NA,Hawkish,"Governor, national central bank",Yes,NA,NA
2024-11-21T00:00:00Z,Monetary policy may have to respond more proactively to bottlenecks [as they carry] risks of inflation expectations becoming de-anchored and of second-round effects in the form of wage-price spirals.,Elderson indicates that the ECB will have to be ready to raise rates faster in the future.,Frank Elderson,ECB,NA,Hawkish,"Member, executive board",Yes,NA,NA
2024-11-21T00:00:00Z,"We need to normalize our monetary-policy stance and move to neutral – or even expansionary territory, if necessary.",NA,Fabio Panetta,ECB,NA,Dove,"Governor, national central bank",Yes,NA,NA
2024-11-21T00:00:00Z,I think yes we should have a cut in every meeting from now on until we get to what we call the neutral rate...about 2 per cent.,NA,Yannis Stournaras,ECB,NA,Dove,"Governor, national central bank",No,NA,NA
2024-11-19T00:00:00Z,"I am still a believer in a prudent and cautious approach...when the policy is working, we are clearly on track to achieve our target I don’t see why we would want to rush to achieve our target.",Makhlouf suggests he does not see the need for faster easing.,Gabriel Makhlouf,ECB,NA,Hawkish,"Governor, national central bank",No,NA,NA
2024-11-18T00:00:00Z,“Certainly the risk of undershooting the target has now increased compared to six months ago.,"Vujcic, normally a hawk, is concerned that disinflation is progressing too quickly, suggesting that he is increasingly worried about the economy.",Boris Vujčić,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-11-15T00:00:00Z,"Imposing more restriction than necessary on the economy in the short term could have transitory and also permanent costs. This would reduce economic potential, and thus affect the speed limit of the economy.",NA,Piero Cipollone,ECB,NA,Dovish,"Member, executive board",Yes,NA,NA
2024-11-14T00:00:00Z,There’s good news with inflation and not so good news on economic growth [... the] recovery we were anticipating is not happening with the intensity we expected.,De Guindos makes a case for further easing based on the poor state of the economy. This is a hint that the ECB is prepared to cut again in December.,Luis de Guindos,ECB,NA,Dovish,Vice president,Yes,NA,NA
2024-11-13T00:00:00Z,"The [Republican economic] programme risks bringing back inflation to the United States [...] It risks lowering growth a little bit, all over the world. It remains to be seen if the reduction will be felt more in the United States, China or in Europe.",NA,François Villeroy de Galhau,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2024-11-13T00:00:00Z,"We are not exaggerating. There is still noticeable price pressure, which is mainly coming from the service sector due to wages.",NA,Joachim Nagel,ECB,NA,Hawkish,"Governor, national central bank",No,NA,NA
2024-11-12T00:00:00Z,The base scenario at the current moment — and to my mind the one that is the most appropriate — is to continue to lower rates step by step.,NA,Mārtiņš Kazāks,ECB,NA,Centrist,"Governor, national central bank",Yes,NA,NA
2024-11-12T00:00:00Z,"If it will be confirmed that disinflation indeed stays on track, and if growth outlook seems to be weakening, that strengthens the case for a rate cut in December.",Rehn hints that more easing is coming in December.,Olli Rehn,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
2024-11-10T00:00:00Z,"As things look at the moment, it is possible [that there will be a cut in December]. There is nothing at the moment that would argue against that but that does not mean it will automatically happen.","Holzmann, one of the governing council's most hawkish members, demonstrates that he is not opposed to a rate cut in December.",Robert Holzmann,ECB,NA,Dovish,"Governor, national central bank",Yes,NA,NA
