date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated,Name
2014-12-08,0.43,#6FCF57FF,3,,Martin Weale,The UK productivity puzzle: an international perspective,0.116,0.2,0.5,FALSE,Hold,0.61,0.032,1,"Persistently slower productivity growth would have two implications for interest rates; in the short term, interest rates would need to be higher in order to prevent demand running ahead of supply.",0.3,"The speech is analytical and exploratory, focusing on productivity in an international context and its implications for economic forecasts. While correlating productivity with economic conditions, it lacks a decisive leaning towards easing or tightening monetary policy, suggesting a neutral stance likely leading to a 'Hold' vote.",2014-12-08,No,
2014-10-15,0.65,#6FCF57FF,3,,Martin Weale,What to do when we don't know: policy-making when spare capacity is uncertain,0.097,0.5,0.8,FALSE,Raise,0.725,0.038,0.8,My own sense is that the margin of spare capacity is now small and it is currently being used up rapidly.,0.4,"The speaker emphasizes concerns about diminishing spare capacity and the potential for inflationary pressures, suggesting a preference for preemptive rate increases to manage these risks. This indicates a somewhat hawkish stance, supporting a likely vote to raise interest rates.",2014-10-15,No,
2014-06-18,0.63,#6FCF57FF,3,,Martin Weale,Spare capacity and inflation,0.148,0.25,0.7,FALSE,Raise,0.656,0.042,0.8,"Even if there is more spare capacity than the employment and labour force data suggest, a slightly less stimulatory monetary policy will still be making a very substantial contribution to ensuring that that spare capacity is absorbed.",0.2,"Martin Weale acknowledges the balance in policy decision-making, but he leans towards reducing stimulatory monetary policy due to his view that spare capacity in the labor market may be overstated and signs of economic recovery. This suggests a tendency towards raising rates.",2014-06-18,No,
2014-03-20,0.3,#6FCF57FF,3,,Martin Weale,Slack and the labour market,0.041,0.25,0.4,FALSE,Hold,0.64,0.052,1,With wage growth currently well under two per cent I do not think there are many economists who would doubt that unemployment can fall some way before the economy faces any risk that wage pressures in a tight labour market will push inflation above target.,0.6,"The speech highlights the presence of slack in the labor market and underemployment, and suggests that there is room for growth without immediate inflationary pressure. This indicates a somewhat dovish stance, but there is recognition of factors that could influence inflation, hence the prediction to hold rates with consideration for future developments.",2014-03-20,No,
2013-12-11,0.395,#6FCF57FF,3,,Martin Weale,Forward guidance and its effects,0.112,0.25,0.5,FALSE,Hold,0.685,0.034,1,"I find it inconceivable that, without forward guidance, I, or any of my colleagues, would have already voted to raise Bank Rate and that the only thing that has stopped us is forward guidance.",0.3,"The speech discusses theoretical aspects of forward guidance and its uncertainties, focusing on reducing interest rate uncertainty and its potential impact on the economy. Despite some changes following the policy, the speech suggests continuation with the current policy stance, indicating a 'Hold' stance in the near future.",2013-12-11,No,
2013-11-15,0.38,#6FCF57FF,3,,Martin Weale,Monetary policy-making and forward guidance,0.114,0.2,0.5,FALSE,Hold,0.67,0.048,1,"Our policy of forward guidance has transformed medium term inflation expectations, at least for me, from being one of the issues I take into account, to a key influence on the way I vote.",0.2,"The speech discusses a balanced view on interest rates, emphasizing potential risks of holding rates too low for too long while also considering current economic outlooks that align with the target. This suggests a cautious approach, indicative of a 'Hold' vote.",2013-11-15,No,
2013-05-17,0.425,#6FCF57FF,3,,Martin Weale,Monetary policy and monetary policy-making,0.136,0.3,0.7,FALSE,Hold,0.67,0.048,1,The market signal pointing to low interest rates for some time to come is certainly at present consistent with the way I see the outlook for the economy and the balance of risks affecting inflation and output.,0.3,"The speech indicates a balanced view on monetary policy, acknowledging both inflation concerns and the necessity of supporting output. Martin Weale's remarks suggest comfort with current interest rates given the present economic indicators, pointing towards a likely recommendation to hold rates steady.",2013-05-17,No,
2013-02-16,0.355,#6FCF57FF,3,,Martin Weale,The balance of payments,0.101,0.25,0.5,FALSE,Hold,0.675,0.042,1,"The MPC remains oriented towards meeting our objective using domestic instruments, and does not target the exchange rate.",0.3,"The speech discusses the need for potential exchange rate adjustments and inflation concerns, suggesting caution rather than immediate action. This indicates a somewhat dovish stance, leaning towards maintaining current rates while keeping an eye on inflation risks.",2013-02-16,No,
2012-11-21,0.625,#6FCF57FF,3,,Martin Weale,"The labour market, productivity and inflation",0.092,0.5,0.7,FALSE,Hold,0.645,0.05,1,The implications of these last two points are that sustained above-target inflation remains a concern.,0.6,"The speech by Martin Weale analytically discusses labor market dynamics, productivity, and inflation without strongly advocating for a change in policy stance. While concerns about above-target inflation are noted, there's also acknowledgment of potential benefits from stimulating demand, leading to a neutral overall tone. Given the balanced assessment and the emphasis on the uncertainty of immediate productivity improvements, the most likely action is to hold rates.",2012-11-21,No,
2012-06-21,0.29,#6FCF57FF,3,,Martin Weale,Monetary policy: navigating rough waters,0.032,0.25,0.35,FALSE,Hold,0.605,0.016,1,The easing of inflationary pressures means that there is much less risk of above-target inflation becoming entrenched than had seemed the case only a few months ago.,0.6,"Martin Weale emphasizes the easing of inflationary pressures and the increasing room for monetary stimulus, yet acknowledges the high uncertainty in the international environment. This indicates a somewhat dovish stance. Given the ongoing economic support measures, the likelihood is that he would vote to hold the interest rate steady at 0.5% to monitor the impact of new policies before further action.",2012-06-21,No,
2012-02-29,0.305,#6FCF57FF,3,,Martin Weale,From retailers' paradise to shoppers' strike: what lies behind the weakness in consumption? - speech...,0.072,0.25,0.5,FALSE,Hold,0.635,0.047,1,"At present for the reasons I have outlined above, I do not think there is likely to be a further case once our current programme is complete.",0.6,"The speech highlights concerns about weak consumption, the adverse effects of unemployment, and changes to pension systems, suggesting these are weighing on potential economic growth. However, there is an acknowledgment that inflation remains a risk which could prevent further easing measures, leading to a balanced stance on holding rates.",2012-02-29,No,
2011-12-13,0.275,#6FCF57FF,3,,Martin Weale,Prospects for monetary policy: learning the lessons from 2011,0.042,0.2,0.35,FALSE,Hold,0.65,0.053,1,There are limits to what domestic monetary policy can do to insulate our economy from such external events.,0.2,"The speech highlighted the weak economic outlook and the decision to increase asset purchases, indicating a somewhat dovish stance. However, there's a recognition of inflation risks and a balance between mitigating immediate economic weaknesses and potential inflationary pressures, suggesting a likelihood to hold rates steady while assessing the unfolding economic conditions.",2011-12-13,No,
2011-11-25,0.3,#6FCF57FF,3,,Martin Weale,Monetary policy in a weak economy,0,0.3,0.3,FALSE,Hold,0.62,0.042,1,"Nevertheless, the Committee’s recent forecast suggests that, as a result of weakness over the next three quarters, inflation is more likely than not to undershoot its target at a two to three year horizon.",0.4,"The speech reflects concerns about weak recovery and the potential for inflation to undershoot its target, suggesting a cautious approach to monetary policy with an openness to further easing, but stops short of decisively advocating for immediate rate cuts or additional QE.",2011-11-25,No,
2011-08-25,0.34,#6FCF57FF,3,,Martin Weale,The choice between rebalancing and living off the future,0.084,0.3,0.5,FALSE,Hold,0.685,0.034,1,"Substantial further weakening of inflationary pressures would, of course, mean that additional monetary support rather than a withdrawal of that support would be the appropriate policy.",0.7,"Martin Weale's speech signals concern over weaker economic outlooks, stock market volatility, and inflation being marginally below target. While he acknowledges the option of further monetary support if needed, the current stance seems to lean towards holding rates as conditions are not yet dire enough for immediate policy changes like rate cuts or QE.",2011-08-25,No,
2011-06-13,1,#6FCF57FF,3,,Martin Weale,Why the Bank Rate should increase now,0,1,1,FALSE,Raise,0.915,0.024,1,An early increase in Bank Rate makes it more likely that the inflation target can be met in two to three years time because it allows for greater subsequent flexibility.,0.9,"The speech argues for an immediate increase in the Bank Rate to address inflation risks and maintain monetary policy credibility, indicating a strong preference for tightening monetary policy and thus a hawkish stance.",2011-06-13,No,
2011-03-29,0.705,#6FCF57FF,3,,Martin Weale,Uncertain uncertainty,0.028,0.65,0.75,FALSE,Raise,0.675,0.063,1,I have been one of those voting for an increase in the interest rate since our January meeting.,0.7,"Martin Weale's speech focuses on the importance of considering inflationary pressures and uncertainties in economic forecasting, with a clear concern about persisting inflation above the target. His personal voting record for raising interest rates suggests a somewhat hawkish stance.",2011-03-29,No,
2010-11-12,0.375,#6FCF57FF,3,,Martin Weale,After the Recession: thoughts on the growth potential of the UK,0.109,0.25,0.5,FALSE,Hold,0.66,0.052,1,At the present time a majority of the Committee does not see a compelling case either for slackening or for tightening policy.,1,"While the speech discusses the possibility of spare capacity and the need for potential further monetary stimulus, it also expresses caution about inflationary pressures and the accuracy of spare capacity estimates, leading to a balanced view without a strong inclination to adjust policy rates.",2010-11-12,No,
2016-09-28,0.262,#8AD647FF,3,,Minouche Shafik,Small is beautiful but big is necessary,0.048,0.2,0.3,FALSE,Hold,0.633,0.058,0.3,It seems likely to me that further monetary stimulus will be required at some point in order to help ensure that a slowdown in economic activity doesn't turn into something more pernicious.,0.3,"The speech acknowledges the need for monetary stimulus to help with the economic transition post-referendum, hinting that further easing may be required. However, Minouche Shafik also suggests that the timing of such actions will depend on future data, indicating a cautious, somewhat dovish stance but not an immediate move to cut rates.",2016-09-28,No,
2016-08-26,0.295,#8AD647FF,3,,Minouche Shafik,"Remarks given as a discussant of ""Passthrough Efficiency in the Fed's new Monetary Policy Setting"" -...",0.083,0.2,0.5,FALSE,Hold,0.63,0.048,1,The MPC was acutely aware of this when it decided at the beginning of this month to reduce Bank Rate to 0.25%.,0.4,"The speech discusses recent policy measures aimed at supporting the economy following Brexit, including rate cuts and quantitative easing. The speaker expresses a preference for easing monetary conditions and acknowledges challenges in policy rate pass-through, indicating a dovish stance. However, the strong emphasis on policy transmission suggests a likelihood to hold rates at the next meeting.",2016-08-26,No,
2015-12-14,0.335,#8AD647FF,3,,Minouche Shafik,Treading carefully,0.088,0.25,0.5,FALSE,Hold,0.755,0.044,1,I will wait until I am convinced that wage growth will be sustained at a level consistent with inflation returning to target before voting for an increase in Bank Rate.,0.6,"The speech emphasized caution in monetary policy, highlighting uncertainties in wage growth and inflation that could affect future rate decisions. Although recognizing some economic recovery, Shafik emphasized the need to wait for consistent data before supporting rate hikes, indicating a somewhat dovish stance leading to a likelihood of holding rates in the near term.",2015-12-14,No,
2015-10-27,0.615,#8AD647FF,3,,Minouche Shafik,Dealing with change: Liquidity in evolving market structures,0.088,0.5,0.7,FALSE,Hold,0.65,0.061,0.9,Monetary policy makers in the US and UK will likely consider it appropriate to gradually tighten monetary policy should the recovery in their respective economies continue.,0.9,"The speech discusses potential tightening of monetary policy should the economic recovery continue, indicating a more hawkish stance. However, the emphasis on gradual tightening suggests that immediate rate increases are not yet certain, leading to a prediction to 'Hold.'",2015-10-27,No,
2015-10-10,0.53,#8AD647FF,3,,Minouche Shafik,The Interaction of Monetary and Macroprudential Policy,0.048,0.5,0.6,FALSE,Hold,0.705,0.016,1,"So in a first best world where the institutional set up and macro-prudential tools are available, I would let them do the leaning first rather than wield the heavy hammer of monetary policy.",0.2,"The speech delves into the ongoing debate regarding whether monetary policy should lean against the wind or not, favoring the use of macroprudential tools as a first line of defense. It does not advocate for immediate changes in interest rates, suggesting a neutral stance that supports holding rates while highlighting the importance of macroprudential policies.",2015-10-10,No,
2015-09-22,0.39,#8AD647FF,3,,Minouche Shafik,Fixing the global financial safety net: lessons from central banking,0.117,0.25,0.5,FALSE,Hold,0.64,0.052,1,I will argue that we need a stronger and more resilient global financial safety net to reduce the systemic implications of sovereign crises and allow nations to cope with shocks in order to reap the economic rewards of an integrated system of trade and finance.,0.8,"The speech emphasizes the importance of strengthening the global financial safety net and enhancing surveillance, but does not advocate immediate action on interest rates. It is focused on broader systemic stability rather than immediate monetary tightening or easing, suggesting a bias towards maintaining the status quo.",2015-09-22,No,
2015-05-22,0.375,#8AD647FF,3,,Minouche Shafik,Interpreting the yield curve: warning or opportunity?,0.134,0.2,0.5,FALSE,Hold,0.7,0.041,1,"Indeed, doing so has been my primary motivation in not voting for an increase in Bank Rate over my first 10 months on the MPC.",0.4,The speech indicates a somewhat dovish stance as it emphasizes the persistence of low interest rates and the need to support the economy. The speaker acknowledges ongoing economic headwinds and supports maintaining accommodative monetary policy. The probability assigned to holding rates is higher due to the focus on ensuring economic stability amid ongoing challenges.,2015-05-22,No,
2015-02-26,0.64,#8AD647FF,3,,Minouche Shafik,"Goodbye ambiguity, hello clarity: the Bank of England's relationship with financial markets - speech...",0.07,0.5,0.7,FALSE,Hold,0.7,0.058,0.7,"Looking forward, it seems to me that the most likely next move in monetary policy will be a gradual and limited increase in interest rates.",1,"The speech suggests an anticipation of a future rate increase, which is consistent with somewhat hawkish sentiment. However, it indicates potential caution, implying a 'Hold' on rates for the immediate next meeting due to the current conditions and reliance on incoming data.",2015-02-26,No,
2015-07-14,0.71,#A7DB35FF,3,,David Miles,(and think),0.021,0.7,0.75,FALSE,Raise,0.78,0.026,1,The time to start normalisation is soon; that is not something to shrink from.,0.5,"The speaker, David Miles, hints at a belief that the conditions for beginning a gradual increase in interest rates are stronger than they have been for some time. He expresses a view that while deflation risks are exaggerated, waiting too long to normalize monetary policy could lead to undesirable outcomes. This suggests a somewhat hawkish stance toward future monetary policy.",2015-07-14,No,
2015-01-22,0.38,#A7DB35FF,3,,David Miles,What can monetary policy do?,0.103,0.3,0.5,FALSE,Hold,0.71,0.021,1,So I don’t think that lower inflation than seemed likely 6 months ago means that more expansionary policy is now needed; but it does mean that there is no great urgency in starting the process of moving monetary policy back towards a more normal setting.,0.4,"The speech emphasizes the limitations of monetary policy and the uncertain impacts at the zero lower bound, reflecting a somewhat dovish perspective in recognizing the need for caution in policy changes. However, it also suggests that there is no immediate need to lower rates further, but indicates a readiness to maintain the current policy.",2015-01-22,No,
2014-11-21,0.38,#A7DB35FF,3,,David Miles,What is the right amount of guidance? The experience of the Bank of England with forward guidance - speech...,0.103,0.3,0.5,FALSE,Hold,0.685,0.067,1,Now the MPC is giving some qualitative judgements on most likely outcomes – saying that interest rate rises are expected to be gradual and probably to a level lower than had been seen as normal pre-crisis.,0.4,"The speech is primarily an exploration of the concept of forward guidance in monetary policy rather than a direct commentary on current economic conditions or an immediate call to change the policy rate. The speaker emphasizes gradual rate increases and highlights uncertainties, suggesting a balanced view without clear bias towards immediate rate hikes or cuts. This suggests a likelihood of maintaining the current rate for the time being.",2014-11-21,No,
2014-09-30,0.52,#A7DB35FF,3,,David Miles,"Mensch tracht, und Gott lacht: Giving guidance on future monetary policy",0.063,0.5,0.7,FALSE,Hold,0.644,0.053,0.9,"Interest rates are likely to rise gradually from their current exceptionally low point, but probably to a level that is meaningfully short of the level of around 5% that used to be thought normal.",0.9,"The speech elaborates on the uncertainty and complexities surrounding forward guidance and potential paths for interest rates, suggesting a balanced view on policy adjustments. The speech illustrates the significant uncertainty in economic forecasts and dispels any commitment to a specific rate path, aligning with a neutral stance where the speaker is likely to advocate holding the policy rate given the prevailing economic uncertainties.",2014-09-30,No,
2014-02-27,0.33,#A7DB35FF,3,,David Miles,The transition to a new normal for monetary policy,0.092,0.25,0.5,FALSE,Hold,0.685,0.047,1,Indeed there are reasons to think that for some time to come the level of Bank Rate that will keep demand and supply consistently in balance and keep inflation at the target rate is likely to be below (maybe well below) the 5% figure.,0.4,"The speech emphasizes a lower neutral Bank Rate than pre-crisis levels, but does not advocate for immediate rate changes. The discussion on equilibrium rates and the likelihood of sustained headwinds suggests a balanced approach to future rate setting, without a strong inclination towards an immediate policy shift.",2014-02-27,No,
2013-11-14,0.41,#A7DB35FF,3,,David Miles,"Housing, leverage and stability in the wider economy",0.117,0.25,0.5,FALSE,Hold,0.65,0.053,1,Monetary policy can be retained as a ‘last line of defence’ against risks to financial stability.,0.3,"The speech discusses the importance of housing market stability and the role of monetary policy, but emphasizes that interest rates are a blunt tool for stabilizing housing markets. The focus is on leveraging other policy measures to maintain stability. This suggests a balanced, neutral stance regarding monetary policy without strong indications of a move toward rate cuts or hikes.",2013-11-14,No,
2013-09-24,0.24,#A7DB35FF,3,,David Miles,Monetary policy and forward guidance in the UK - Speech by David Miles,0.074,0.1,0.3,FALSE,Hold,0.82,0.059,1,We will not tighten monetary policy until a recovery is strong enough and sustained enough that it has made a meaningful dent in unemployment so that it at least falls to 7 per cent.,0.4,"Although the economic outlook shows signs of improvement, David Miles emphasizes that the current economic slack and underemployment warrant maintaining an accommodative policy until there is a strong recovery. Forward guidance aims to prevent premature tightening, indicating a dovish or somewhat dovish stance.",2013-09-24,No,
2013-06-26,0.21,#A7DB35FF,3,,David Miles,Central bank asset purchases and financial markets,0.07,0.1,0.3,FALSE,Hold,0.69,0.052,1,I do not think we should be in any hurry in the UK to move the monetary policy dials back to more normal settings – indeed it might well be right for the next move in the UK to push them even further to give more support to demand.,1,The speech conveys a dovish stance as the speaker emphasizes the importance of maintaining or even easing monetary policies to support demand. The likelihood of holding rates is high due to the expressed need for continued support for the economy and skepticism about reversing asset purchases hastily.,2013-06-26,No,
2013-04-13,0.295,#A7DB35FF,3,,David Miles,"Inflation, employment and monetary policy in the UK and the US",0.123,0.1,0.5,FALSE,Hold,0.63,0.048,1,A wide range of weights placed upon real variables – output and employment – in the central bank’s objectives can today give rise to rather similar monetary policies.,0.2,"The speaker emphasizes the flexibility in setting monetary policy given that despite different weights on inflation and employment objectives across central banks, similar policies have been adopted. This indicates a somewhat dovish view, recognizing the need for continued stimulus. However, the prediction leans towards 'Hold' as there's no strong push indicated for further easing or tightening.",2013-04-13,No,
2013-02-21,0.29,#A7DB35FF,3,,David Miles,What should monetary policy do?,0.032,0.2,0.3,FALSE,Hold,0.611,0.033,0.9,The model I have developed here suggests that monetary policy should probably be more expansionary today – but this is not a universal result.,0.8,"David Miles emphasizes the uncertainty and complexity of the current economic environment, discussing various scenarios in which expansionary policy may or may not be warranted. Despite potential arguments for more expansion, the balanced approach suggests a tendency to 'hold' rather than significantly change current monetary policy.",2013-02-21,No,
2012-09-11,0.285,#A7DB35FF,3,,David Miles,Winding and unwinding extraordinary monetary policy,0.024,0.25,0.3,FALSE,Hold,0.64,0.052,1,Monetary policy in the UK has been set to its most expansionary setting in history; and I believe it is right that it is still being moved further in that direction.,0.5,"David Miles discusses the extraordinary measures taken and emphasizes the necessity of maintaining an expansionary monetary policy given the significant recessionary pressures, suggesting a cautious stance towards tightening but not advocating further reductions.",2012-09-11,No,
2012-05-24,0.185,#A7DB35FF,3,,David Miles,Monetary policy and the damaged economy,0.082,0.1,0.3,FALSE,Hold,0.68,0.042,1,"I want to explain why there is a case for making monetary policy more expansionary, even when inflation has surprised us repeatedly on the upside.",0.9,"The speaker acknowledges the large output gap and the importance of expansionary monetary policy despite inflation being above target. This indicates a dovish stance, favoring supportive monetary policy to stimulate economic growth. The speech suggests holding rates with a strong bias towards potential future easing, but current conditions may detain an immediate rate cut.",2012-05-24,No,
2012-03-26,0.28,#A7DB35FF,3,,David Miles,Government debt and unconventional monetary policy,0.082,0.2,0.5,FALSE,Hold,0.7,0,1,In the UK monetary policy has been unusual and ultra expansionary.,0.3,"The speech discusses the continuation of expansionary monetary policy, notably quantitative easing, to support economic growth and prevent deflation. The language suggests a preference for maintaining current levels of monetary stimulus.",2012-03-26,No,
2012-03-01,0.12,#A7DB35FF,3,,David Miles,"Asset prices, saving and the wider effects of monetary policy",0.092,0,0.3,FALSE,Hold,0.63,0.048,1,The decision to make monetary policy more expansionary was unanimous.,0.2,"The speech strongly supports current expansionary monetary policy measures, such as asset purchases, indicating a dovish stance. However, the mention of future normalization suggests the possibility of holding rates to assess further impacts. Thus, it's likely the speaker would vote to 'Hold' but the probabilistic emphasis indicates a tendency towards further accommodation.",2012-03-01,No,
2011-11-22,0.39,#A7DB35FF,3,,David Miles,"Mortgages, housing and monetary policy - what lies ahead?",0.135,0.25,0.65,FALSE,Hold,0.68,0.042,1,I believe that it is likely that we will get back – maybe slowly – to more normal rates of economic growth and that households’ uncertainty about the future will fall back.,0.4,"The speech touches on potential economic recovery but suggests maintaining the current monetary policy stance, indicating a 'Somewhat dovish' position. The discussion on long-term changes in housing finance suggests a cautious approach rather than immediate policy changes. Therefore, a 'Hold' prediction is the most likely outcome.",2011-11-22,No,
2011-10-10,0.155,#A7DB35FF,3,,David Miles,Monetary policy and financial dislocation,0.086,0,0.25,FALSE,Hold,0.69,0.057,1,Monetary policy should be set to help prevent the economy from stagnating and driving inflation to sit persistently beneath the target. That is why today the Bank has started to buy more assets.,0.2,"The speaker discusses increasing asset purchases in the face of an economic outlook that has worsened, with inflation risks seen as subsiding in the longer term. This suggests a dovish stance focused on supporting economic growth and preventing deflationary pressures, though immediate interest rate cuts are less likely given ongoing asset purchases.",2011-10-10,No,
2011-07-27,0.375,#A7DB35FF,3,,David Miles,Monetary policy and banking fragility,0.165,0.2,0.7,FALSE,Hold,0.65,0.053,1,Monetary policy can attempt to counteract this temporarily by keeping safe interest rates low.,0.2,"The speaker acknowledges the high inflation and its risks, which indicates hawkish concerns. However, he also outlines reasons why immediate corrective monetary actions like rate hikes might not be necessary due to external shocks and the fragility of the recovery. Therefore, the position suggests a holding pattern to assess further developments rather than immediate action.",2011-07-27,No,
2011-03-31,0.41,#A7DB35FF,3,,David Miles,Mortgages and housing in the near and long term,0.12,0.3,0.6,FALSE,Hold,0.68,0.048,1,The transition to a new equilibrium in the housing and mortgage market is not easy.,0.3,"The speech discusses the challenges in the housing market as a transition to a more sustainable equilibrium, rather than a broken system. While it does not directly advocate for immediate monetary policy changes, it implies that the current policy stance might need calibration but not drastic actions.",2011-03-31,No,
2011-02-23,0.365,#A7DB35FF,3,,David Miles,Monetary policy in extraordinary times,0.153,0.2,0.7,FALSE,Hold,0.683,0.043,0.9,If one knew that the outcomes would evolve in line with those central profiles for activity and inflation I don’t see a strong case now for significantly accelerating the process of tightening relative to that.,0.2,"David Miles acknowledges significant inflation pressures but attributes them largely to temporary factors such as commodity price rises and VAT changes. His analysis suggests that while inflation remains above target, a major tightening is not justified at this point. The speech implies a balanced view on maintaining the current policy rate until more definitive trends in inflation are clear, hence a prediction to 'Hold' interest rates is appropriate.",2011-02-23,No,
2010-10-12,0.3,#A7DB35FF,3,,David Miles,Leverage and Monetary Policy,0.082,0.2,0.5,FALSE,Hold,0.64,0.052,1,"The difficulty today is one that monetary policy must address – this is to balance the risks of removing the stimulus from the expansionary monetary policy too soon, starving a recovery while it is still immature, against the risk of allowing inflation and inflation expectations to become stuck at above the target level.",0.6,"David Miles recognizes the risk of tightening monetary policy too quickly and emphasizes the current atypical economic situation with ongoing vulnerabilities post-financial crisis. This cautious approach suggests limited immediate pressure to raise rates, hence a 'Hold' prediction.",2010-10-12,No,
2010-07-14,0.245,#A7DB35FF,3,,David Miles,Monetary Policy and Financial Stability,0.05,0.2,0.3,FALSE,Hold,0.725,0.059,1,I look forward to the day when it will be appropriate to tighten monetary policy since a return to more normal levels of interest rates would be a welcome sign that economic conditions were also more normal. But I do not think that is where we are today.,0.4,"David Miles acknowledges the challenges in balancing inflation risks against the risks of a weak recovery. His emphasis on maintaining an expansionary policy and not supporting an immediate interest rate increase, despite above-target inflation, indicates a somewhat dovish stance.",2010-07-14,No,
2010-02-25,0.295,#A7DB35FF,3,,David Miles,Interpreting Monetary Policy,0.016,0.25,0.3,FALSE,Hold,0.61,0.032,1,It is entirely plausible that as economic events unfold it will become clear that an even more expansionary monetary policy will be appropriate.,0.8,"The speech emphasizes the uncertainty in the economic outlook and indicates that further monetary easing might be necessary. However, the speaker also mentions that the current level of QE might continue without immediate changes, suggesting a bias towards holding rates steady while evaluating future conditions.",2010-02-25,No,
2009-12-16,0.355,#A7DB35FF,3,,David Miles,The Future Financial Landscape,0.112,0.2,0.5,FALSE,Hold,0.67,0.054,1,The result of pursuing policies that significantly reduce the chances of another banking crisis like the one we have seen is likely to be a smaller banking sector.,0.5,"The speech discusses the long-term transition to a smaller, safer banking sector, which suggests support for accommodative policies like QE to ease the transition and prevent economic contraction, indicating a somewhat dovish position. However, concerns about maintaining stability suggest not leaning too dovish too quickly.",2009-12-16,No,
2009-09-30,0.255,#A7DB35FF,3,,David Miles,"Money, Banks and Quantitative Easing",0.044,0.2,0.3,FALSE,Hold,0.645,0.05,1,The overall economic policy issue now is how we get through a transition to an economic system that is more sustainable without exacerbating a recession and doing lasting harm to productive capacity.,0.2,"The speech emphasizes the severity of the recession and the need for unconventional monetary policy like quantitative easing to stimulate the economy. While it acknowledges the limits of Bank Rate cuts, it sees QE as a crucial tool, suggesting a somewhat dovish stance as it argues for continued stimulus to support demand.",2009-09-30,No,
2014-05-20,0.34,#C4E021FF,3,,Charles Bean,The future of monetary policy,0.115,0.2,0.5,FALSE,Hold,0.69,0.052,1,"We have also said that when Bank Rate does rise, it is likely to do so only gradually and to a level that is likely to remain materially below its pre-crisis average of 5% for some while.",0.6,"The speech emphasizes the current economic slack and focuses on maintaining an accommodative policy stance to support recovery. Given the high level of uncertainty and the need to bolster demand, the speech suggests a preference for holding rates steady, suggesting a somewhat dovish stance.",2014-05-20,No,
2014-03-10,0.46,#C4E021FF,3,,Charles Bean,Sustaining the recovery,0.151,0.2,0.7,FALSE,Hold,0.68,0.059,1,"But when the time does come for us to start raising Bank Rate, we should celebrate that as a welcome sign that the economy is finally well on the road back to normality.",0.6,"The speech emphasizes cautious optimism about the recovery and the gradual approach to policy tightening. No immediate urgency to raise rates is indicated, hence a prediction of 'Hold' is most appropriate.",2014-03-10,No,
2013-10-22,0.28,#C4E021FF,3,,Charles Bean,The UK economic outlook,0.035,0.2,0.3,FALSE,Hold,0.695,0.044,1,Rather we wanted to make clear our intention to maintain the stance of policy until it was clear that the recovery was well entrenched and the margin of economic slack had been substantially reduced.,0.5,"Despite signs of economic recovery, the speech emphasizes a cautious approach to withdrawing monetary stimulus, highlighting persistent economic slack and uncertainties around productivity. It suggests a commitment to maintaining current policies, thus leaning towards dovishness but not fully dovish due to recognizing some recovery.",2013-10-22,No,
2013-08-24,0.36,#C4E021FF,3,,Charles Bean,Global aspects of unconventional monetary policies - Speech by Charlie Bean,0.105,0.25,0.5,FALSE,Hold,0.66,0.052,1,The knowledge that monetary policy will not be tightened until the UK’s fledgling recovery is secured should boost confidence.,0.5,"The speech reflects on both the benefits and criticisms of unconventional monetary policies without decisively leaning towards further accommodation or tightening. While there is acknowledgment of the risks associated with prolonged low rates, there is also recognition of the necessity of such policies given the economic context at the time. The balanced discussion around the implications and future exit strategies indicates a neutral stance, suggesting a likely hold on policy rates in the coming decision.",2013-08-24,No,
2013-05-29,0.39,#C4E021FF,3,,Charles Bean,Rebalancing,0.117,0.25,0.5,FALSE,Hold,0.67,0.048,1,"Despite highly stimulatory monetary policies, we are still a long way short of seeing a full recovery in the advanced economies.",0.7,"Charles Bean's speech acknowledges the challenges and ongoing adjustments in the global economy post-financial crisis, but it does not suggest an immediate change in monetary policy or urgency to adjust interest rates. The focus is on rebalancing and structural adjustments rather than on changing policy rates, thus a neutral stance with a leaning towards holding the current policy rate.",2013-05-29,No,
2013-02-27,0.4,#C4E021FF,3,,Charles Bean,Nominal income targets: an old wine in a new bottle,0.105,0.3,0.5,FALSE,Hold,0.65,0.047,1,The sluggishness of the recovery has led some to question whether the framework is flexible enough to allow for sufficiently expansionary policies to support the recovery.,0.7,"The speech discusses the merits and drawbacks of a switch to nominal income targets but ultimately suggests current policy frameworks are relatively similar in outcome. The speaker does not strongly advocate for monetary tightening or loosening but focuses on the implications and communication of policy frameworks, indicating a neutral stance with a slight probability of holding rates given the context.",2013-02-27,No,
2012-10-31,0.31,#C4E021FF,3,,Charles Bean,Central banking in boom and slump,0.07,0.25,0.5,FALSE,Hold,0.675,0.063,1,"Monetary policy has, of course, been highly stimulatory here and in other advanced economies since the financial crisis.",0.6,"The speech emphasizes the importance of maintaining a highly stimulatory policy stance and discusses the limitations of monetary policy alone in addressing the economic slump, indicating a somewhat dovish position. The recognition of the need for fiscal measures and monetary easing reflects a cautious approach towards policy tightening, suggesting a hold on interest rates.",2012-10-31,No,
